effect_bundles_to_effects_junctions_tables	2
effect_bundle_key	effect_key	effect_scope	value	advancement_stage
shield_food_storage_bundle_1140	shield_food_stored	faction_to_faction_own_unseen	1140	start_turn_completed
shield_food_storage_bundle_1145	shield_food_decay	faction_to_faction_own_unseen	-1	start_turn_completed
shield_food_storage_bundle_1145	shield_food_stored	faction_to_faction_own_unseen	1145	start_turn_completed
shield_food_storage_bundle_1150	shield_food_decay	faction_to_faction_own_unseen	-1	start_turn_completed
shield_food_storage_bundle_1150	shield_food_stored	faction_to_faction_own_unseen	1150	start_turn_completed
shield_food_storage_bundle_1155	shield_food_decay	faction_to_faction_own_unseen	-1	start_turn_completed
shield_food_storage_bundle_1155	shield_food_stored	faction_to_faction_own_unseen	1155	start_turn_completed
shield_food_storage_bundle_115	shield_food_decay	faction_to_faction_own_unseen	-1	start_turn_completed
shield_food_storage_bundle_115	shield_food_stored	faction_to_faction_own_unseen	115	start_turn_completed
shield_food_storage_bundle_1160	shield_food_decay	faction_to_faction_own_unseen	-1	start_turn_completed
shield_food_storage_bundle_1160	shield_food_stored	faction_to_faction_own_unseen	1160	start_turn_completed
shield_food_storage_bundle_1165	shield_food_decay	faction_to_faction_own_unseen	-1	start_turn_completed
shield_food_storage_bundle_1165	shield_food_stored	faction_to_faction_own_unseen	1165	start_turn_completed
shield_food_storage_bundle_1170	shield_food_decay	faction_to_faction_own_unseen	-1	start_turn_completed
shield_food_storage_bundle_1170	shield_food_stored	faction_to_faction_own_unseen	1170	start_turn_completed
shield_food_storage_bundle_1175	shield_food_decay	faction_to_faction_own_unseen	-1	start_turn_completed
shield_food_storage_bundle_1175	shield_food_stored	faction_to_faction_own_unseen	1175	start_turn_completed
shield_food_storage_bundle_1180	shield_food_decay	faction_to_faction_own_unseen	-1	start_turn_completed
shield_food_storage_bundle_1180	shield_food_stored	faction_to_faction_own_unseen	1180	start_turn_completed
shield_food_storage_bundle_1185	shield_food_decay	faction_to_faction_own_unseen	-1	start_turn_completed
shield_food_storage_bundle_1185	shield_food_stored	faction_to_faction_own_unseen	1185	start_turn_completed
shield_food_storage_bundle_1190	shield_food_decay	faction_to_faction_own_unseen	-1	start_turn_completed
shield_food_storage_bundle_1190	shield_food_stored	faction_to_faction_own_unseen	1190	start_turn_completed
shield_food_storage_bundle_1195	shield_food_decay	faction_to_faction_own_unseen	-1	start_turn_completed
shield_food_storage_bundle_1195	shield_food_stored	faction_to_faction_own_unseen	1195	start_turn_completed
shield_food_storage_bundle_1200	shield_food_decay	faction_to_faction_own_unseen	-1	start_turn_completed
shield_food_storage_bundle_1200	shield_food_stored	faction_to_faction_own_unseen	1200	start_turn_completed
shield_food_storage_bundle_1205	shield_food_decay	faction_to_faction_own_unseen	-1	start_turn_completed
shield_food_storage_bundle_1205	shield_food_stored	faction_to_faction_own_unseen	1205	start_turn_completed
shield_food_storage_bundle_120	shield_food_decay	faction_to_faction_own_unseen	-1	start_turn_completed
shield_food_storage_bundle_120	shield_food_stored	faction_to_faction_own_unseen	120	start_turn_completed
shield_food_storage_bundle_1210	shield_food_decay	faction_to_faction_own_unseen	-1	start_turn_completed
shield_food_storage_bundle_1210	shield_food_stored	faction_to_faction_own_unseen	1210	start_turn_completed
shield_food_storage_bundle_1215	shield_food_decay	faction_to_faction_own_unseen	-1	start_turn_completed
shield_food_storage_bundle_1215	shield_food_stored	faction_to_faction_own_unseen	1215	start_turn_completed
shield_food_storage_bundle_1220	shield_food_decay	faction_to_faction_own_unseen	-1	start_turn_completed
shield_food_storage_bundle_1220	shield_food_stored	faction_to_faction_own_unseen	1220	start_turn_completed
shield_food_storage_bundle_1225	shield_food_decay	faction_to_faction_own_unseen	-1	start_turn_completed
shield_food_storage_bundle_1225	shield_food_stored	faction_to_faction_own_unseen	1225	start_turn_completed
shield_food_storage_bundle_1230	shield_food_decay	faction_to_faction_own_unseen	-1	start_turn_completed
shield_food_storage_bundle_1230	shield_food_stored	faction_to_faction_own_unseen	1230	start_turn_completed
shield_food_storage_bundle_1235	shield_food_decay	faction_to_faction_own_unseen	-1	start_turn_completed
shield_food_storage_bundle_1235	shield_food_stored	faction_to_faction_own_unseen	1235	start_turn_completed
shield_food_storage_bundle_1240	shield_food_decay	faction_to_faction_own_unseen	-1	start_turn_completed
shield_food_storage_bundle_1240	shield_food_stored	faction_to_faction_own_unseen	1240	start_turn_completed
shield_food_storage_bundle_1245	shield_food_decay	faction_to_faction_own_unseen	-1	start_turn_completed
shield_food_storage_bundle_1245	shield_food_stored	faction_to_faction_own_unseen	1245	start_turn_completed
shield_food_storage_bundle_1250	shield_food_decay	faction_to_faction_own_unseen	-1	start_turn_completed
shield_food_storage_bundle_1250	shield_food_stored	faction_to_faction_own_unseen	1250	start_turn_completed
shield_food_storage_bundle_1255	shield_food_decay	faction_to_faction_own_unseen	-1	start_turn_completed
shield_food_storage_bundle_1255	shield_food_stored	faction_to_faction_own_unseen	1255	start_turn_completed
shield_food_storage_bundle_125	shield_food_decay	faction_to_faction_own_unseen	-1	start_turn_completed
shield_food_storage_bundle_125	shield_food_stored	faction_to_faction_own_unseen	125	start_turn_completed
shield_food_storage_bundle_1260	shield_food_decay	faction_to_faction_own_unseen	-1	start_turn_completed
shield_food_storage_bundle_1260	shield_food_stored	faction_to_faction_own_unseen	1260	start_turn_completed
shield_food_storage_bundle_1265	shield_food_decay	faction_to_faction_own_unseen	-1	start_turn_completed
shield_food_storage_bundle_1265	shield_food_stored	faction_to_faction_own_unseen	1265	start_turn_completed
shield_food_storage_bundle_1270	shield_food_decay	faction_to_faction_own_unseen	-1	start_turn_completed
shield_food_storage_bundle_1270	shield_food_stored	faction_to_faction_own_unseen	1270	start_turn_completed
shield_food_storage_bundle_1275	shield_food_decay	faction_to_faction_own_unseen	-1	start_turn_completed
shield_food_storage_bundle_1275	shield_food_stored	faction_to_faction_own_unseen	1275	start_turn_completed
shield_food_storage_bundle_1280	shield_food_decay	faction_to_faction_own_unseen	-1	start_turn_completed
shield_food_storage_bundle_1280	shield_food_stored	faction_to_faction_own_unseen	1280	start_turn_completed
shield_food_storage_bundle_1285	shield_food_decay	faction_to_faction_own_unseen	-1	start_turn_completed
shield_food_storage_bundle_1285	shield_food_stored	faction_to_faction_own_unseen	1285	start_turn_completed
shield_food_storage_bundle_1290	shield_food_decay	faction_to_faction_own_unseen	-1	start_turn_completed
shield_food_storage_bundle_1290	shield_food_stored	faction_to_faction_own_unseen	1290	start_turn_completed
shield_food_storage_bundle_1295	shield_food_decay	faction_to_faction_own_unseen	-1	start_turn_completed
shield_food_storage_bundle_1295	shield_food_stored	faction_to_faction_own_unseen	1295	start_turn_completed
shield_food_storage_bundle_1300	shield_food_decay	faction_to_faction_own_unseen	-1	start_turn_completed
shield_food_storage_bundle_1300	shield_food_stored	faction_to_faction_own_unseen	1300	start_turn_completed
shield_food_storage_bundle_1305	shield_food_decay	faction_to_faction_own_unseen	-1	start_turn_completed
shield_food_storage_bundle_1305	shield_food_stored	faction_to_faction_own_unseen	1305	start_turn_completed
shield_food_storage_bundle_130	shield_food_decay	faction_to_faction_own_unseen	-1	start_turn_completed
shield_food_storage_bundle_130	shield_food_stored	faction_to_faction_own_unseen	130	start_turn_completed
shield_food_storage_bundle_1310	shield_food_decay	faction_to_faction_own_unseen	-1	start_turn_completed
shield_food_storage_bundle_1310	shield_food_stored	faction_to_faction_own_unseen	1310	start_turn_completed
shield_food_storage_bundle_1315	shield_food_decay	faction_to_faction_own_unseen	-1	start_turn_completed
shield_food_storage_bundle_1315	shield_food_stored	faction_to_faction_own_unseen	1315	start_turn_completed
shield_food_storage_bundle_1320	shield_food_decay	faction_to_faction_own_unseen	-1	start_turn_completed
shield_food_storage_bundle_1320	shield_food_stored	faction_to_faction_own_unseen	1320	start_turn_completed
shield_food_storage_bundle_1325	shield_food_decay	faction_to_faction_own_unseen	-1	start_turn_completed
shield_food_storage_bundle_1325	shield_food_stored	faction_to_faction_own_unseen	1325	start_turn_completed
shield_food_storage_bundle_1330	shield_food_decay	faction_to_faction_own_unseen	-1	start_turn_completed
shield_food_storage_bundle_1330	shield_food_stored	faction_to_faction_own_unseen	1330	start_turn_completed
shield_food_storage_bundle_1335	shield_food_decay	faction_to_faction_own_unseen	-1	start_turn_completed
shield_food_storage_bundle_1335	shield_food_stored	faction_to_faction_own_unseen	1335	start_turn_completed
shield_food_storage_bundle_1340	shield_food_decay	faction_to_faction_own_unseen	-1	start_turn_completed
shield_food_storage_bundle_1340	shield_food_stored	faction_to_faction_own_unseen	1340	start_turn_completed
shield_food_storage_bundle_1345	shield_food_decay	faction_to_faction_own_unseen	-1	start_turn_completed
shield_food_storage_bundle_1345	shield_food_stored	faction_to_faction_own_unseen	1345	start_turn_completed
shield_food_storage_bundle_1350	shield_food_decay	faction_to_faction_own_unseen	-1	start_turn_completed
shield_food_storage_bundle_1350	shield_food_stored	faction_to_faction_own_unseen	1350	start_turn_completed
shield_food_storage_bundle_1355	shield_food_decay	faction_to_faction_own_unseen	-1	start_turn_completed
shield_food_storage_bundle_1355	shield_food_stored	faction_to_faction_own_unseen	1355	start_turn_completed
shield_food_storage_bundle_135	shield_food_decay	faction_to_faction_own_unseen	-1	start_turn_completed
shield_food_storage_bundle_135	shield_food_stored	faction_to_faction_own_unseen	135	start_turn_completed
shield_food_storage_bundle_1360	shield_food_decay	faction_to_faction_own_unseen	-1	start_turn_completed
shield_food_storage_bundle_1360	shield_food_stored	faction_to_faction_own_unseen	1360	start_turn_completed
shield_food_storage_bundle_1365	shield_food_decay	faction_to_faction_own_unseen	-1	start_turn_completed
shield_food_storage_bundle_1365	shield_food_stored	faction_to_faction_own_unseen	1365	start_turn_completed
shield_food_storage_bundle_1370	shield_food_decay	faction_to_faction_own_unseen	-1	start_turn_completed
shield_food_storage_bundle_1370	shield_food_stored	faction_to_faction_own_unseen	1370	start_turn_completed
shield_food_storage_bundle_1375	shield_food_decay	faction_to_faction_own_unseen	-1	start_turn_completed
shield_food_storage_bundle_1375	shield_food_stored	faction_to_faction_own_unseen	1375	start_turn_completed
shield_food_storage_bundle_1380	shield_food_decay	faction_to_faction_own_unseen	-1	start_turn_completed
shield_food_storage_bundle_1380	shield_food_stored	faction_to_faction_own_unseen	1380	start_turn_completed
shield_food_storage_bundle_1385	shield_food_decay	faction_to_faction_own_unseen	-1	start_turn_completed
shield_food_storage_bundle_1385	shield_food_stored	faction_to_faction_own_unseen	1385	start_turn_completed
shield_food_storage_bundle_1390	shield_food_decay	faction_to_faction_own_unseen	-1	start_turn_completed
shield_food_storage_bundle_1390	shield_food_stored	faction_to_faction_own_unseen	1390	start_turn_completed
shield_food_storage_bundle_1395	shield_food_decay	faction_to_faction_own_unseen	-1	start_turn_completed
shield_food_storage_bundle_1395	shield_food_stored	faction_to_faction_own_unseen	1395	start_turn_completed
shield_food_storage_bundle_1400	shield_food_decay	faction_to_faction_own_unseen	-1	start_turn_completed
shield_food_storage_bundle_1400	shield_food_stored	faction_to_faction_own_unseen	1400	start_turn_completed
shield_food_storage_bundle_1405	shield_food_decay	faction_to_faction_own_unseen	-1	start_turn_completed
shield_food_storage_bundle_1405	shield_food_stored	faction_to_faction_own_unseen	1405	start_turn_completed
shield_food_storage_bundle_140	shield_food_decay	faction_to_faction_own_unseen	-1	start_turn_completed
shield_food_storage_bundle_140	shield_food_stored	faction_to_faction_own_unseen	140	start_turn_completed
shield_food_storage_bundle_1410	shield_food_decay	faction_to_faction_own_unseen	-1	start_turn_completed
shield_food_storage_bundle_1410	shield_food_stored	faction_to_faction_own_unseen	1410	start_turn_completed
shield_food_storage_bundle_1415	shield_food_decay	faction_to_faction_own_unseen	-1	start_turn_completed
shield_food_storage_bundle_1415	shield_food_stored	faction_to_faction_own_unseen	1415	start_turn_completed
shield_food_storage_bundle_1420	shield_food_decay	faction_to_faction_own_unseen	-1	start_turn_completed
shield_food_storage_bundle_1420	shield_food_stored	faction_to_faction_own_unseen	1420	start_turn_completed
shield_food_storage_bundle_1425	shield_food_decay	faction_to_faction_own_unseen	-1	start_turn_completed
shield_food_storage_bundle_1425	shield_food_stored	faction_to_faction_own_unseen	1425	start_turn_completed
shield_food_storage_bundle_1430	shield_food_decay	faction_to_faction_own_unseen	-1	start_turn_completed
shield_food_storage_bundle_1430	shield_food_stored	faction_to_faction_own_unseen	1430	start_turn_completed
shield_food_storage_bundle_1435	shield_food_decay	faction_to_faction_own_unseen	-1	start_turn_completed
shield_food_storage_bundle_1435	shield_food_stored	faction_to_faction_own_unseen	1435	start_turn_completed
shield_food_storage_bundle_1440	shield_food_decay	faction_to_faction_own_unseen	-1	start_turn_completed
shield_food_storage_bundle_1440	shield_food_stored	faction_to_faction_own_unseen	1440	start_turn_completed
shield_food_storage_bundle_1445	shield_food_decay	faction_to_faction_own_unseen	-1	start_turn_completed
shield_food_storage_bundle_1445	shield_food_stored	faction_to_faction_own_unseen	1445	start_turn_completed
shield_food_storage_bundle_1450	shield_food_decay	faction_to_faction_own_unseen	-1	start_turn_completed
shield_food_storage_bundle_1450	shield_food_stored	faction_to_faction_own_unseen	1450	start_turn_completed
shield_food_storage_bundle_1455	shield_food_decay	faction_to_faction_own_unseen	-1	start_turn_completed
shield_food_storage_bundle_1455	shield_food_stored	faction_to_faction_own_unseen	1455	start_turn_completed
shield_food_storage_bundle_145	shield_food_decay	faction_to_faction_own_unseen	-1	start_turn_completed
shield_food_storage_bundle_145	shield_food_stored	faction_to_faction_own_unseen	145	start_turn_completed
shield_food_storage_bundle_1460	shield_food_decay	faction_to_faction_own_unseen	-1	start_turn_completed
shield_food_storage_bundle_1460	shield_food_stored	faction_to_faction_own_unseen	1460	start_turn_completed
shield_food_storage_bundle_1465	shield_food_decay	faction_to_faction_own_unseen	-1	start_turn_completed
shield_food_storage_bundle_1465	shield_food_stored	faction_to_faction_own_unseen	1465	start_turn_completed
shield_food_storage_bundle_1470	shield_food_decay	faction_to_faction_own_unseen	-1	start_turn_completed
shield_food_storage_bundle_1470	shield_food_stored	faction_to_faction_own_unseen	1470	start_turn_completed
shield_food_storage_bundle_1475	shield_food_decay	faction_to_faction_own_unseen	-1	start_turn_completed
shield_food_storage_bundle_1475	shield_food_stored	faction_to_faction_own_unseen	1475	start_turn_completed
shield_food_storage_bundle_1480	shield_food_decay	faction_to_faction_own_unseen	-1	start_turn_completed
shield_food_storage_bundle_1480	shield_food_stored	faction_to_faction_own_unseen	1480	start_turn_completed
shield_food_storage_bundle_1485	shield_food_decay	faction_to_faction_own_unseen	-1	start_turn_completed
shield_food_storage_bundle_1485	shield_food_stored	faction_to_faction_own_unseen	1485	start_turn_completed
shield_food_storage_bundle_1490	shield_food_decay	faction_to_faction_own_unseen	-1	start_turn_completed
shield_food_storage_bundle_1490	shield_food_stored	faction_to_faction_own_unseen	1490	start_turn_completed
shield_food_storage_bundle_1495	shield_food_decay	faction_to_faction_own_unseen	-1	start_turn_completed
shield_food_storage_bundle_1495	shield_food_stored	faction_to_faction_own_unseen	1495	start_turn_completed
shield_food_storage_bundle_1500	shield_food_decay	faction_to_faction_own_unseen	-1	start_turn_completed
shield_food_storage_bundle_1500	shield_food_stored	faction_to_faction_own_unseen	1500	start_turn_completed
shield_food_storage_bundle_1505	shield_food_decay	faction_to_faction_own_unseen	-1	start_turn_completed
shield_food_storage_bundle_1505	shield_food_stored	faction_to_faction_own_unseen	1505	start_turn_completed
shield_food_storage_bundle_150	shield_food_decay	faction_to_faction_own_unseen	-1	start_turn_completed
shield_food_storage_bundle_150	shield_food_stored	faction_to_faction_own_unseen	150	start_turn_completed
shield_food_storage_bundle_1510	shield_food_decay	faction_to_faction_own_unseen	-1	start_turn_completed
shield_food_storage_bundle_1510	shield_food_stored	faction_to_faction_own_unseen	1510	start_turn_completed
shield_food_storage_bundle_1515	shield_food_decay	faction_to_faction_own_unseen	-1	start_turn_completed
shield_food_storage_bundle_1515	shield_food_stored	faction_to_faction_own_unseen	1515	start_turn_completed
shield_food_storage_bundle_1520	shield_food_decay	faction_to_faction_own_unseen	-1	start_turn_completed
shield_food_storage_bundle_1520	shield_food_stored	faction_to_faction_own_unseen	1520	start_turn_completed
shield_food_storage_bundle_1525	shield_food_decay	faction_to_faction_own_unseen	-1	start_turn_completed
shield_food_storage_bundle_1525	shield_food_stored	faction_to_faction_own_unseen	1525	start_turn_completed
shield_food_storage_bundle_1530	shield_food_decay	faction_to_faction_own_unseen	-1	start_turn_completed
shield_food_storage_bundle_1530	shield_food_stored	faction_to_faction_own_unseen	1530	start_turn_completed
shield_food_storage_bundle_1535	shield_food_decay	faction_to_faction_own_unseen	-1	start_turn_completed
shield_food_storage_bundle_1535	shield_food_stored	faction_to_faction_own_unseen	1535	start_turn_completed
shield_food_storage_bundle_1540	shield_food_decay	faction_to_faction_own_unseen	-1	start_turn_completed
shield_food_storage_bundle_1540	shield_food_stored	faction_to_faction_own_unseen	1540	start_turn_completed
shield_food_storage_bundle_1545	shield_food_decay	faction_to_faction_own_unseen	-1	start_turn_completed
shield_food_storage_bundle_1545	shield_food_stored	faction_to_faction_own_unseen	1545	start_turn_completed
shield_food_storage_bundle_1550	shield_food_decay	faction_to_faction_own_unseen	-1	start_turn_completed
shield_food_storage_bundle_1550	shield_food_stored	faction_to_faction_own_unseen	1550	start_turn_completed
shield_food_storage_bundle_1555	shield_food_decay	faction_to_faction_own_unseen	-1	start_turn_completed
shield_food_storage_bundle_1555	shield_food_stored	faction_to_faction_own_unseen	1555	start_turn_completed
shield_food_storage_bundle_155	shield_food_decay	faction_to_faction_own_unseen	-1	start_turn_completed
shield_food_storage_bundle_155	shield_food_stored	faction_to_faction_own_unseen	155	start_turn_completed
shield_food_storage_bundle_1560	shield_food_decay	faction_to_faction_own_unseen	-1	start_turn_completed
shield_food_storage_bundle_1560	shield_food_stored	faction_to_faction_own_unseen	1560	start_turn_completed
shield_food_storage_bundle_1565	shield_food_decay	faction_to_faction_own_unseen	-1	start_turn_completed
shield_food_storage_bundle_1565	shield_food_stored	faction_to_faction_own_unseen	1565	start_turn_completed
shield_food_storage_bundle_1570	shield_food_decay	faction_to_faction_own_unseen	-1	start_turn_completed
shield_food_storage_bundle_1570	shield_food_stored	faction_to_faction_own_unseen	1570	start_turn_completed
shield_food_storage_bundle_1575	shield_food_decay	faction_to_faction_own_unseen	-1	start_turn_completed
shield_food_storage_bundle_1575	shield_food_stored	faction_to_faction_own_unseen	1575	start_turn_completed
shield_food_storage_bundle_1580	shield_food_decay	faction_to_faction_own_unseen	-1	start_turn_completed
shield_food_storage_bundle_1580	shield_food_stored	faction_to_faction_own_unseen	1580	start_turn_completed
shield_food_storage_bundle_1585	shield_food_decay	faction_to_faction_own_unseen	-1	start_turn_completed
shield_food_storage_bundle_1585	shield_food_stored	faction_to_faction_own_unseen	1585	start_turn_completed
shield_food_storage_bundle_1590	shield_food_decay	faction_to_faction_own_unseen	-1	start_turn_completed
shield_food_storage_bundle_1590	shield_food_stored	faction_to_faction_own_unseen	1590	start_turn_completed
shield_food_storage_bundle_1595	shield_food_decay	faction_to_faction_own_unseen	-1	start_turn_completed
shield_food_storage_bundle_1595	shield_food_stored	faction_to_faction_own_unseen	1595	start_turn_completed
shield_food_storage_bundle_15	shield_food_decay	faction_to_faction_own_unseen	-1	start_turn_completed
shield_food_storage_bundle_15	shield_food_stored	faction_to_faction_own_unseen	15	start_turn_completed
shield_food_storage_bundle_1600	shield_food_decay	faction_to_faction_own_unseen	-1	start_turn_completed
shield_food_storage_bundle_1600	shield_food_stored	faction_to_faction_own_unseen	1600	start_turn_completed
shield_food_storage_bundle_1605	shield_food_decay	faction_to_faction_own_unseen	-1	start_turn_completed
shield_food_storage_bundle_1605	shield_food_stored	faction_to_faction_own_unseen	1605	start_turn_completed
shield_food_storage_bundle_160	shield_food_decay	faction_to_faction_own_unseen	-1	start_turn_completed
shield_food_storage_bundle_160	shield_food_stored	faction_to_faction_own_unseen	160	start_turn_completed
shield_food_storage_bundle_1610	shield_food_decay	faction_to_faction_own_unseen	-1	start_turn_completed
shield_food_storage_bundle_1610	shield_food_stored	faction_to_faction_own_unseen	1610	start_turn_completed
shield_food_storage_bundle_1615	shield_food_decay	faction_to_faction_own_unseen	-1	start_turn_completed
shield_food_storage_bundle_1615	shield_food_stored	faction_to_faction_own_unseen	1615	start_turn_completed
shield_food_storage_bundle_1620	shield_food_decay	faction_to_faction_own_unseen	-1	start_turn_completed
shield_food_storage_bundle_1620	shield_food_stored	faction_to_faction_own_unseen	1620	start_turn_completed
shield_food_storage_bundle_1625	shield_food_decay	faction_to_faction_own_unseen	-1	start_turn_completed
shield_food_storage_bundle_1625	shield_food_stored	faction_to_faction_own_unseen	1625	start_turn_completed
shield_food_storage_bundle_1630	shield_food_decay	faction_to_faction_own_unseen	-1	start_turn_completed
shield_food_storage_bundle_1630	shield_food_stored	faction_to_faction_own_unseen	1630	start_turn_completed
shield_food_storage_bundle_1635	shield_food_decay	faction_to_faction_own_unseen	-1	start_turn_completed
shield_food_storage_bundle_1635	shield_food_stored	faction_to_faction_own_unseen	1635	start_turn_completed
shield_food_storage_bundle_1640	shield_food_decay	faction_to_faction_own_unseen	-1	start_turn_completed
shield_food_storage_bundle_1640	shield_food_stored	faction_to_faction_own_unseen	1640	start_turn_completed
shield_food_storage_bundle_1645	shield_food_decay	faction_to_faction_own_unseen	-1	start_turn_completed
shield_food_storage_bundle_1645	shield_food_stored	faction_to_faction_own_unseen	1645	start_turn_completed
