effect_bundles_tables	1
key	localised_description	localised_title	ui_icon	bundle_target
shield_food_storage_bundle_1290	When Winter comes in Brittainia, fools starve. Many great conquerors have been defeated by no more than their own belly.	Food Stores	vik_estate_effect_bundles.png	faction
shield_food_storage_bundle_1295	When Winter comes in Brittainia, fools starve. Many great conquerors have been defeated by no more than their own belly.	Food Stores	vik_estate_effect_bundles.png	faction
shield_food_storage_bundle_130	When Winter comes in Brittainia, fools starve. Many great conquerors have been defeated by no more than their own belly.	Food Stores	vik_estate_effect_bundles.png	faction
shield_food_storage_bundle_1300	When Winter comes in Brittainia, fools starve. Many great conquerors have been defeated by no more than their own belly.	Food Stores	vik_estate_effect_bundles.png	faction
shield_food_storage_bundle_1305	When Winter comes in Brittainia, fools starve. Many great conquerors have been defeated by no more than their own belly.	Food Stores	vik_estate_effect_bundles.png	faction
shield_food_storage_bundle_1310	When Winter comes in Brittainia, fools starve. Many great conquerors have been defeated by no more than their own belly.	Food Stores	vik_estate_effect_bundles.png	faction
shield_food_storage_bundle_1315	When Winter comes in Brittainia, fools starve. Many great conquerors have been defeated by no more than their own belly.	Food Stores	vik_estate_effect_bundles.png	faction
shield_food_storage_bundle_1320	When Winter comes in Brittainia, fools starve. Many great conquerors have been defeated by no more than their own belly.	Food Stores	vik_estate_effect_bundles.png	faction
shield_food_storage_bundle_1325	When Winter comes in Brittainia, fools starve. Many great conquerors have been defeated by no more than their own belly.	Food Stores	vik_estate_effect_bundles.png	faction
shield_food_storage_bundle_1330	When Winter comes in Brittainia, fools starve. Many great conquerors have been defeated by no more than their own belly.	Food Stores	vik_estate_effect_bundles.png	faction
shield_food_storage_bundle_1335	When Winter comes in Brittainia, fools starve. Many great conquerors have been defeated by no more than their own belly.	Food Stores	vik_estate_effect_bundles.png	faction
shield_food_storage_bundle_1340	When Winter comes in Brittainia, fools starve. Many great conquerors have been defeated by no more than their own belly.	Food Stores	vik_estate_effect_bundles.png	faction
shield_food_storage_bundle_1345	When Winter comes in Brittainia, fools starve. Many great conquerors have been defeated by no more than their own belly.	Food Stores	vik_estate_effect_bundles.png	faction
shield_food_storage_bundle_135	When Winter comes in Brittainia, fools starve. Many great conquerors have been defeated by no more than their own belly.	Food Stores	vik_estate_effect_bundles.png	faction
shield_food_storage_bundle_1350	When Winter comes in Brittainia, fools starve. Many great conquerors have been defeated by no more than their own belly.	Food Stores	vik_estate_effect_bundles.png	faction
shield_food_storage_bundle_1355	When Winter comes in Brittainia, fools starve. Many great conquerors have been defeated by no more than their own belly.	Food Stores	vik_estate_effect_bundles.png	faction
shield_food_storage_bundle_1360	When Winter comes in Brittainia, fools starve. Many great conquerors have been defeated by no more than their own belly.	Food Stores	vik_estate_effect_bundles.png	faction
shield_food_storage_bundle_1365	When Winter comes in Brittainia, fools starve. Many great conquerors have been defeated by no more than their own belly.	Food Stores	vik_estate_effect_bundles.png	faction
shield_food_storage_bundle_1370	When Winter comes in Brittainia, fools starve. Many great conquerors have been defeated by no more than their own belly.	Food Stores	vik_estate_effect_bundles.png	faction
shield_food_storage_bundle_1375	When Winter comes in Brittainia, fools starve. Many great conquerors have been defeated by no more than their own belly.	Food Stores	vik_estate_effect_bundles.png	faction
shield_food_storage_bundle_1380	When Winter comes in Brittainia, fools starve. Many great conquerors have been defeated by no more than their own belly.	Food Stores	vik_estate_effect_bundles.png	faction
shield_food_storage_bundle_1385	When Winter comes in Brittainia, fools starve. Many great conquerors have been defeated by no more than their own belly.	Food Stores	vik_estate_effect_bundles.png	faction
shield_food_storage_bundle_1390	When Winter comes in Brittainia, fools starve. Many great conquerors have been defeated by no more than their own belly.	Food Stores	vik_estate_effect_bundles.png	faction
shield_food_storage_bundle_1395	When Winter comes in Brittainia, fools starve. Many great conquerors have been defeated by no more than their own belly.	Food Stores	vik_estate_effect_bundles.png	faction
shield_food_storage_bundle_140	When Winter comes in Brittainia, fools starve. Many great conquerors have been defeated by no more than their own belly.	Food Stores	vik_estate_effect_bundles.png	faction
shield_food_storage_bundle_1400	When Winter comes in Brittainia, fools starve. Many great conquerors have been defeated by no more than their own belly.	Food Stores	vik_estate_effect_bundles.png	faction
shield_food_storage_bundle_1405	When Winter comes in Brittainia, fools starve. Many great conquerors have been defeated by no more than their own belly.	Food Stores	vik_estate_effect_bundles.png	faction
shield_food_storage_bundle_1410	When Winter comes in Brittainia, fools starve. Many great conquerors have been defeated by no more than their own belly.	Food Stores	vik_estate_effect_bundles.png	faction
shield_food_storage_bundle_1415	When Winter comes in Brittainia, fools starve. Many great conquerors have been defeated by no more than their own belly.	Food Stores	vik_estate_effect_bundles.png	faction
shield_food_storage_bundle_1420	When Winter comes in Brittainia, fools starve. Many great conquerors have been defeated by no more than their own belly.	Food Stores	vik_estate_effect_bundles.png	faction
shield_food_storage_bundle_1425	When Winter comes in Brittainia, fools starve. Many great conquerors have been defeated by no more than their own belly.	Food Stores	vik_estate_effect_bundles.png	faction
shield_food_storage_bundle_1430	When Winter comes in Brittainia, fools starve. Many great conquerors have been defeated by no more than their own belly.	Food Stores	vik_estate_effect_bundles.png	faction
shield_food_storage_bundle_1435	When Winter comes in Brittainia, fools starve. Many great conquerors have been defeated by no more than their own belly.	Food Stores	vik_estate_effect_bundles.png	faction
shield_food_storage_bundle_1440	When Winter comes in Brittainia, fools starve. Many great conquerors have been defeated by no more than their own belly.	Food Stores	vik_estate_effect_bundles.png	faction
shield_food_storage_bundle_1445	When Winter comes in Brittainia, fools starve. Many great conquerors have been defeated by no more than their own belly.	Food Stores	vik_estate_effect_bundles.png	faction
shield_food_storage_bundle_145	When Winter comes in Brittainia, fools starve. Many great conquerors have been defeated by no more than their own belly.	Food Stores	vik_estate_effect_bundles.png	faction
shield_food_storage_bundle_1450	When Winter comes in Brittainia, fools starve. Many great conquerors have been defeated by no more than their own belly.	Food Stores	vik_estate_effect_bundles.png	faction
shield_food_storage_bundle_1455	When Winter comes in Brittainia, fools starve. Many great conquerors have been defeated by no more than their own belly.	Food Stores	vik_estate_effect_bundles.png	faction
shield_food_storage_bundle_1460	When Winter comes in Brittainia, fools starve. Many great conquerors have been defeated by no more than their own belly.	Food Stores	vik_estate_effect_bundles.png	faction
shield_food_storage_bundle_1465	When Winter comes in Brittainia, fools starve. Many great conquerors have been defeated by no more than their own belly.	Food Stores	vik_estate_effect_bundles.png	faction
shield_food_storage_bundle_1470	When Winter comes in Brittainia, fools starve. Many great conquerors have been defeated by no more than their own belly.	Food Stores	vik_estate_effect_bundles.png	faction
shield_food_storage_bundle_1475	When Winter comes in Brittainia, fools starve. Many great conquerors have been defeated by no more than their own belly.	Food Stores	vik_estate_effect_bundles.png	faction
shield_food_storage_bundle_1480	When Winter comes in Brittainia, fools starve. Many great conquerors have been defeated by no more than their own belly.	Food Stores	vik_estate_effect_bundles.png	faction
shield_food_storage_bundle_1485	When Winter comes in Brittainia, fools starve. Many great conquerors have been defeated by no more than their own belly.	Food Stores	vik_estate_effect_bundles.png	faction
shield_food_storage_bundle_1490	When Winter comes in Brittainia, fools starve. Many great conquerors have been defeated by no more than their own belly.	Food Stores	vik_estate_effect_bundles.png	faction
shield_food_storage_bundle_1495	When Winter comes in Brittainia, fools starve. Many great conquerors have been defeated by no more than their own belly.	Food Stores	vik_estate_effect_bundles.png	faction
shield_food_storage_bundle_15	When Winter comes in Brittainia, fools starve. Many great conquerors have been defeated by no more than their own belly.	Food Stores	vik_estate_effect_bundles.png	faction
shield_food_storage_bundle_150	When Winter comes in Brittainia, fools starve. Many great conquerors have been defeated by no more than their own belly.	Food Stores	vik_estate_effect_bundles.png	faction
shield_food_storage_bundle_1500	When Winter comes in Brittainia, fools starve. Many great conquerors have been defeated by no more than their own belly.	Food Stores	vik_estate_effect_bundles.png	faction
shield_food_storage_bundle_1505	When Winter comes in Brittainia, fools starve. Many great conquerors have been defeated by no more than their own belly.	Food Stores	vik_estate_effect_bundles.png	faction
shield_food_storage_bundle_1510	When Winter comes in Brittainia, fools starve. Many great conquerors have been defeated by no more than their own belly.	Food Stores	vik_estate_effect_bundles.png	faction
shield_food_storage_bundle_1515	When Winter comes in Brittainia, fools starve. Many great conquerors have been defeated by no more than their own belly.	Food Stores	vik_estate_effect_bundles.png	faction
shield_food_storage_bundle_1520	When Winter comes in Brittainia, fools starve. Many great conquerors have been defeated by no more than their own belly.	Food Stores	vik_estate_effect_bundles.png	faction
shield_food_storage_bundle_1525	When Winter comes in Brittainia, fools starve. Many great conquerors have been defeated by no more than their own belly.	Food Stores	vik_estate_effect_bundles.png	faction
shield_food_storage_bundle_1530	When Winter comes in Brittainia, fools starve. Many great conquerors have been defeated by no more than their own belly.	Food Stores	vik_estate_effect_bundles.png	faction
shield_food_storage_bundle_1535	When Winter comes in Brittainia, fools starve. Many great conquerors have been defeated by no more than their own belly.	Food Stores	vik_estate_effect_bundles.png	faction
shield_food_storage_bundle_1540	When Winter comes in Brittainia, fools starve. Many great conquerors have been defeated by no more than their own belly.	Food Stores	vik_estate_effect_bundles.png	faction
shield_food_storage_bundle_1545	When Winter comes in Brittainia, fools starve. Many great conquerors have been defeated by no more than their own belly.	Food Stores	vik_estate_effect_bundles.png	faction
shield_food_storage_bundle_155	When Winter comes in Brittainia, fools starve. Many great conquerors have been defeated by no more than their own belly.	Food Stores	vik_estate_effect_bundles.png	faction
shield_food_storage_bundle_1550	When Winter comes in Brittainia, fools starve. Many great conquerors have been defeated by no more than their own belly.	Food Stores	vik_estate_effect_bundles.png	faction
shield_food_storage_bundle_1555	When Winter comes in Brittainia, fools starve. Many great conquerors have been defeated by no more than their own belly.	Food Stores	vik_estate_effect_bundles.png	faction
shield_food_storage_bundle_1560	When Winter comes in Brittainia, fools starve. Many great conquerors have been defeated by no more than their own belly.	Food Stores	vik_estate_effect_bundles.png	faction
shield_food_storage_bundle_1565	When Winter comes in Brittainia, fools starve. Many great conquerors have been defeated by no more than their own belly.	Food Stores	vik_estate_effect_bundles.png	faction
shield_food_storage_bundle_1570	When Winter comes in Brittainia, fools starve. Many great conquerors have been defeated by no more than their own belly.	Food Stores	vik_estate_effect_bundles.png	faction
shield_food_storage_bundle_1575	When Winter comes in Brittainia, fools starve. Many great conquerors have been defeated by no more than their own belly.	Food Stores	vik_estate_effect_bundles.png	faction
shield_food_storage_bundle_1580	When Winter comes in Brittainia, fools starve. Many great conquerors have been defeated by no more than their own belly.	Food Stores	vik_estate_effect_bundles.png	faction
shield_food_storage_bundle_1585	When Winter comes in Brittainia, fools starve. Many great conquerors have been defeated by no more than their own belly.	Food Stores	vik_estate_effect_bundles.png	faction
shield_food_storage_bundle_1590	When Winter comes in Brittainia, fools starve. Many great conquerors have been defeated by no more than their own belly.	Food Stores	vik_estate_effect_bundles.png	faction
shield_food_storage_bundle_1595	When Winter comes in Brittainia, fools starve. Many great conquerors have been defeated by no more than their own belly.	Food Stores	vik_estate_effect_bundles.png	faction
shield_food_storage_bundle_160	When Winter comes in Brittainia, fools starve. Many great conquerors have been defeated by no more than their own belly.	Food Stores	vik_estate_effect_bundles.png	faction
shield_food_storage_bundle_1600	When Winter comes in Brittainia, fools starve. Many great conquerors have been defeated by no more than their own belly.	Food Stores	vik_estate_effect_bundles.png	faction
shield_food_storage_bundle_1605	When Winter comes in Brittainia, fools starve. Many great conquerors have been defeated by no more than their own belly.	Food Stores	vik_estate_effect_bundles.png	faction
shield_food_storage_bundle_1610	When Winter comes in Brittainia, fools starve. Many great conquerors have been defeated by no more than their own belly.	Food Stores	vik_estate_effect_bundles.png	faction
shield_food_storage_bundle_1615	When Winter comes in Brittainia, fools starve. Many great conquerors have been defeated by no more than their own belly.	Food Stores	vik_estate_effect_bundles.png	faction
shield_food_storage_bundle_1620	When Winter comes in Brittainia, fools starve. Many great conquerors have been defeated by no more than their own belly.	Food Stores	vik_estate_effect_bundles.png	faction
shield_food_storage_bundle_1625	When Winter comes in Brittainia, fools starve. Many great conquerors have been defeated by no more than their own belly.	Food Stores	vik_estate_effect_bundles.png	faction
shield_food_storage_bundle_1630	When Winter comes in Brittainia, fools starve. Many great conquerors have been defeated by no more than their own belly.	Food Stores	vik_estate_effect_bundles.png	faction
shield_food_storage_bundle_1635	When Winter comes in Brittainia, fools starve. Many great conquerors have been defeated by no more than their own belly.	Food Stores	vik_estate_effect_bundles.png	faction
shield_food_storage_bundle_1640	When Winter comes in Brittainia, fools starve. Many great conquerors have been defeated by no more than their own belly.	Food Stores	vik_estate_effect_bundles.png	faction
shield_food_storage_bundle_1645	When Winter comes in Brittainia, fools starve. Many great conquerors have been defeated by no more than their own belly.	Food Stores	vik_estate_effect_bundles.png	faction
shield_food_storage_bundle_165	When Winter comes in Brittainia, fools starve. Many great conquerors have been defeated by no more than their own belly.	Food Stores	vik_estate_effect_bundles.png	faction
shield_food_storage_bundle_1650	When Winter comes in Brittainia, fools starve. Many great conquerors have been defeated by no more than their own belly.	Food Stores	vik_estate_effect_bundles.png	faction
shield_food_storage_bundle_1655	When Winter comes in Brittainia, fools starve. Many great conquerors have been defeated by no more than their own belly.	Food Stores	vik_estate_effect_bundles.png	faction
shield_food_storage_bundle_1660	When Winter comes in Brittainia, fools starve. Many great conquerors have been defeated by no more than their own belly.	Food Stores	vik_estate_effect_bundles.png	faction
shield_food_storage_bundle_1665	When Winter comes in Brittainia, fools starve. Many great conquerors have been defeated by no more than their own belly.	Food Stores	vik_estate_effect_bundles.png	faction
shield_food_storage_bundle_1670	When Winter comes in Brittainia, fools starve. Many great conquerors have been defeated by no more than their own belly.	Food Stores	vik_estate_effect_bundles.png	faction
shield_food_storage_bundle_1675	When Winter comes in Brittainia, fools starve. Many great conquerors have been defeated by no more than their own belly.	Food Stores	vik_estate_effect_bundles.png	faction
shield_food_storage_bundle_1680	When Winter comes in Brittainia, fools starve. Many great conquerors have been defeated by no more than their own belly.	Food Stores	vik_estate_effect_bundles.png	faction
shield_food_storage_bundle_1685	When Winter comes in Brittainia, fools starve. Many great conquerors have been defeated by no more than their own belly.	Food Stores	vik_estate_effect_bundles.png	faction
shield_food_storage_bundle_1690	When Winter comes in Brittainia, fools starve. Many great conquerors have been defeated by no more than their own belly.	Food Stores	vik_estate_effect_bundles.png	faction
shield_food_storage_bundle_1695	When Winter comes in Brittainia, fools starve. Many great conquerors have been defeated by no more than their own belly.	Food Stores	vik_estate_effect_bundles.png	faction
shield_food_storage_bundle_170	When Winter comes in Brittainia, fools starve. Many great conquerors have been defeated by no more than their own belly.	Food Stores	vik_estate_effect_bundles.png	faction
shield_food_storage_bundle_1700	When Winter comes in Brittainia, fools starve. Many great conquerors have been defeated by no more than their own belly.	Food Stores	vik_estate_effect_bundles.png	faction
shield_food_storage_bundle_1705	When Winter comes in Brittainia, fools starve. Many great conquerors have been defeated by no more than their own belly.	Food Stores	vik_estate_effect_bundles.png	faction
shield_food_storage_bundle_1710	When Winter comes in Brittainia, fools starve. Many great conquerors have been defeated by no more than their own belly.	Food Stores	vik_estate_effect_bundles.png	faction
shield_food_storage_bundle_1715	When Winter comes in Brittainia, fools starve. Many great conquerors have been defeated by no more than their own belly.	Food Stores	vik_estate_effect_bundles.png	faction
shield_food_storage_bundle_1720	When Winter comes in Brittainia, fools starve. Many great conquerors have been defeated by no more than their own belly.	Food Stores	vik_estate_effect_bundles.png	faction
shield_food_storage_bundle_1725	When Winter comes in Brittainia, fools starve. Many great conquerors have been defeated by no more than their own belly.	Food Stores	vik_estate_effect_bundles.png	faction
shield_food_storage_bundle_1730	When Winter comes in Brittainia, fools starve. Many great conquerors have been defeated by no more than their own belly.	Food Stores	vik_estate_effect_bundles.png	faction
shield_food_storage_bundle_1735	When Winter comes in Brittainia, fools starve. Many great conquerors have been defeated by no more than their own belly.	Food Stores	vik_estate_effect_bundles.png	faction
shield_food_storage_bundle_1740	When Winter comes in Brittainia, fools starve. Many great conquerors have been defeated by no more than their own belly.	Food Stores	vik_estate_effect_bundles.png	faction
shield_food_storage_bundle_1745	When Winter comes in Brittainia, fools starve. Many great conquerors have been defeated by no more than their own belly.	Food Stores	vik_estate_effect_bundles.png	faction
shield_food_storage_bundle_175	When Winter comes in Brittainia, fools starve. Many great conquerors have been defeated by no more than their own belly.	Food Stores	vik_estate_effect_bundles.png	faction
shield_food_storage_bundle_1750	When Winter comes in Brittainia, fools starve. Many great conquerors have been defeated by no more than their own belly.	Food Stores	vik_estate_effect_bundles.png	faction
shield_food_storage_bundle_1755	When Winter comes in Brittainia, fools starve. Many great conquerors have been defeated by no more than their own belly.	Food Stores	vik_estate_effect_bundles.png	faction
shield_food_storage_bundle_1760	When Winter comes in Brittainia, fools starve. Many great conquerors have been defeated by no more than their own belly.	Food Stores	vik_estate_effect_bundles.png	faction
shield_food_storage_bundle_1765	When Winter comes in Brittainia, fools starve. Many great conquerors have been defeated by no more than their own belly.	Food Stores	vik_estate_effect_bundles.png	faction
shield_food_storage_bundle_1770	When Winter comes in Brittainia, fools starve. Many great conquerors have been defeated by no more than their own belly.	Food Stores	vik_estate_effect_bundles.png	faction
shield_food_storage_bundle_1775	When Winter comes in Brittainia, fools starve. Many great conquerors have been defeated by no more than their own belly.	Food Stores	vik_estate_effect_bundles.png	faction
shield_food_storage_bundle_1780	When Winter comes in Brittainia, fools starve. Many great conquerors have been defeated by no more than their own belly.	Food Stores	vik_estate_effect_bundles.png	faction
shield_food_storage_bundle_1785	When Winter comes in Brittainia, fools starve. Many great conquerors have been defeated by no more than their own belly.	Food Stores	vik_estate_effect_bundles.png	faction
