Loc PackedFile
Key	Text	Tooltip
advice_levels_onscreen_text_40010	The Rock of Caisil to which the town below owes its origin is one of the most breathtaking castles in all of Ireland. It sits upon an isolated elevation of stratified limestone that rises abruptly from a broad and fertile plain called the Golden Vale. Originally known as Fairy Hill, or Sid-Druim, the Rock was, in pagan times, the dun, or castle, of the ancient Eoghnacht Chiefs of Munster. In Gaelic, Caisil denotes a circular stone fort and is the name of several places in Ireland. The "Book of Rights" suggests the name is derived from Cais-il, i.e. "tribute stone", because the Munster tribes paid tribute on the Rock. In the 5th century, the Eóganachta dynasty founded their capital on and around the rock. Many kings of Munster have reigned here since. Saint Patrick is believed to have baptised Cashel's third king, Aengus. In 977 the Dál gCais usurper, Brian Boru, was crowned here as the first non-Eóghanacht king of Cashel and Munster in over five hundred years.	true
advice_levels_onscreen_text_40011	Cantwaraburg (later Canterbury) began gradually decaying after the Romans left Britain in 410 and was entirely abandoned except for a few farmers. Over the next 100 years, an Anglo-Saxon community formed within the city walls as Jutish refugees arrived, possibly intermarrying with the locals. Pope Gregory sent Augustine in 597 to convert its King Æthelberht to Christianity. After the conversion, Canterbury was chosen by Augustine as the center for his Episcopal See in Kent, thus becoming the first Archbishop of Canterbury. The town's new importance led to its revival, and trades developed in pottery, textiles, and leather. By 630, gold coins were being struck at the Canterbury mint. In 672, the Synod of Hertford gave the See of Canterbury authority over the entire English Church. In 842 and 851, Canterbury suffered great loss of life during Danish raids. In 978, Archbishop Dunstan refounded the abbey built by Augustine, and named it St Augustine's Abbey. A second wave of Danish attacks began in 991, and in 1011 the cathedral was burnt and Archbishop Alphege was killed in 1012.	true
advice_levels_onscreen_text_40012	Carleol began as a Roman town called Luguvalium but fell mostly into decay in the AD 407 when the Roman civilization ended. The Celts gave Carleol its name. They called it Caer Luel, the fortified place belonging to Luel. St Cuthbert founded a monastery among the ruins of Carleol in 685. For the rest of the first millennium, Carlisle was an important stronghold contested by several entities who warred over the area, including the Brythonic Kingdom of Strathclyde and the Anglian kingdom of Northumbria. In 876 the Vikings captured Carleol and sacked it. The monks moved away but some people probably continued to live within the walls of the old Roman town. By the time of the Norman conquest in 1066, Carlisle was part of Scotland. Carleol was rebuilt and revived by the Norman King William Rufus in 1092. He built a wooden castle at Carleol and encouraged people to come and live in Carleol.	true
advice_levels_onscreen_text_40013	Cathair Commain is a triple stone ringfort that lies west of the road connecting Ballyvaughan and Leamaneh Castle. The fort served an important role in the collection of tribute and patronage that was crucial to the working of the small kingdoms. Cathair Commain was also strategically important to the local economy for its ability to process wool and produce many fine clothes as well as metalworking. A once dominant but later defeated and coopted clan like the Ui Chormaic may have used the structure as a location for collecting cattle tribute prior to their delivery to the ultimate recipient, such as the Corcu Modruadh. The abandonment in the 10th century may tie in with the rise of the Dál gCais, who rose to dominance in the Burren around that time. 	true
advice_levels_onscreen_text_40014	The city of Ceaster was founded as a fort, known as Deva Victrix, by the Romans in AD 79. In Welsh legend, King Arthur is said to have fought his ninth battle against the Saxon invasion at the "city of the legions" and later St Augustine came to the city to try and subjugate the Welsh bishops to his mission. In 616, Æthelfrith of Northumbria defeated a Welsh army at the Battle of Ceaster and probably established the Anglo-Saxon position in the area from then on. The Anglo-Saxons adopted the native name as the calque Legeceaster, which over time was shortened to Ceaster. A civilian settlement grew around the settlement over time, probably starting as a group of traders and their families who were profiting from trade with the fortress. The fortress was 20% larger than other fortresses in Britannia built around the same time at Eoferwic and Caerleon which has led to the suggestion that the fortress may have been intended to become the capital of the province rather than Lunden.	true
advice_levels_onscreen_text_40015	Cetretha was originally the center of an ancient British kingdom called Catraeth. In 598 King Aethelfrith's men heavily defeated the native Britons in a great battle at this location. Presumably the last stand of the Northern Welsh, the battle of Cetretha was a disaster for the Britons. They were slain almost to a man, and the kingdoms of Gododdin and Rheged melted away into the shrouds of history. Aethelfrith's power was now beyond dispute and the Celts were forced to accept his rule. Cetretha would always remain an important economic and military centre regardless of who controlled it.	true
advice_levels_onscreen_text_40016	This large market town was established in AD 600 on a crossing of the River Avon and is surrounded by sparsely populated countryside with woodlands. In AD 853, Æthelswith (sister to Alfred the Great) married King Burgred of Mercia at Cippanhamm. Later in Alfred's adult life Cippanhamm found itself again at the centre of events. Though King Alfred had concluded a supposedly ‘firm peace’ with the Viking leader Guthrum at Exanceaster in 877 which required the Danes to remove themselves from the king’s lands, it was clear that they were intent on permanent conquest and settlement, and their withdrawal took them no further than Mercia. Alfred was at Cippanhamm by Christmas. It has been plausibly suggested that the king had followed Guthrum north and made Cippanhamm his forward base of operations, from which he could shadow his enemies and both prevent looting as well as deter the Vikings from returning. If so, it was a disastrous mistake because Guthrum’s forces attacked Cippanhamm on Twelfth Night, inflicting such a major defeat on the king that they were able to begin settlement of Wessex itself, while Alfred was forced to undertake a guerrilla campaign from the Somerset marshes. Nevertheless, by May 878, Alfred had restored his position sufficiently to win a substantial victory at the Battle of Edington, as a result of which, Guthrum’s forces were compelled to withdraw from Cippanhamm to Cirenceaster.	true
advice_levels_onscreen_text_40017	Cluain Mac Nois was founded in 550 AD by Saint Ciaran who erected a small wooden church here as well as some wattle huts with a very small community. Because of its auspicious location at the crossroads of two major traffic routes, this Irish monastery became bigger and more important than any other at the time. By the mid 8th century the site had expanded into a thriving centre of learning and art. The monastic site had a 10 acre settlement area attached to it which housed not only monks, but also lay people. There were traders and crafts people such as metal workers and stone carving workshops that produced High Crosses as well as grave slabs. There were people with all the skills necessary to run a medieval town. A huge farming area was associated with the monastery which may have stretched as far as 15 kilometres either side of the river Shannon and was connected by a bridge. Cluain Mac Nois became a centre for teaching and education and drew scholars from as far afield as Britain and continental Europe. It was a major centre for the production of manuscripts. In fact, Cluain Mac Nois boasted Irelands’ largest settlement outside Dyflin, such was its’ importance. But like nearly all monastic settlements in Ireland, Cluain Mac Nois was plundered on several occasions by invaders, including the Vikings and Anglo-Normans. It then fell into decline from the 13th century onwards.	true
advice_levels_onscreen_text_40018	Colneceaster ("a group of Roman buildings") is the oldest town in all of England. Colneceaster started life as a center of the local Celtic tribe, the Trinovantes. The Romans invaded Britain in 43 AD and they built a fort in a piece of high ground in this center about 44 AD. The fort was surrounded by a ditch and an earth rampart with a wooden palisade on top. Town life mostly ended after the Romans left. Most of the buildings in the Roman town were made from timber and would have soon decayed and fell to pieces. During Saxon rule, Lunden was the capital of the Kingdom of Essex although Colneceaster may have been an important local centre for the north of Essex. The isolated raids by Vikings in the first half of the 9th century took a far more serious turn in 865 when a great army of Danes under the command of Ivar the Boneless invaded the Kingdom of East Anglia. In 869 King Edmund of East Anglia was defeated and killed by the Danes and the east of England fell under Danish control. Under a peace treaty between Wessex and the Danes in 879, Colneceaster was incorporated in the Danelaw. The Kings of Wessex waged continual war on the Danes and finally Colneceaster was recaptured by English armies under Edward the Elder in 917.	true
advice_levels_onscreen_text_40019	Corcach was originally a monastic settlement, reputedly founded by Saint Finbarr in the 6th century. Corcach achieved an urban character at some point between 915 and 922 when Norseman settlers founded a trading port. Much like Dyflin, Corcach was an important trading centre in the global Scandinavian trade network. The ecclesiastical settlement continued alongside the Viking longphort, with the two developing a type of symbiotic relationship; the Norsemen providing otherwise unobtainable trade goods for the monastery, and perhaps also military aid.	true
advice_levels_onscreen_text_40020	The area of Din Prys was first inhabited by the Selgovae tribe, then the Romans, and then the Britons. Twelve of King Arthur's battles were recorded by Nennius in Historia Brittonum. The Battle of Tribruit (the 10th battle), has been suggested as having possibly been near Din Prys or near the mouth of the river Avon near Bo'ness. After the Roman departure the area around Din Prys has changed hands many times between the Picts, Anglo-Saxons, Scots and Norse culminating in a decisive victory for Gregory, King of Scots at what is now Lochmaben over the native Britons in 890. Its strategic importance at the mouth of the river would constantly highlight its importance as a military conquest.	true
advice_levels_onscreen_text_40021	Dinefwr is one of several Welsh petty kingdoms that emerged in 5th-century based on the former territory of the Demetae. Tradition relates that a castle was first constructed on this site by Rhodri the Great. Dinefwr was subject to extensive raids during the Viking Age between the 8th and 11th centuries, causing social and political instability, and with the Vikings establishing settlements in southern Dinefwr. By the latter part of the 9th century, the rulers of Dinefwr had grown cautious of the influence of the sons of Rhodri the Great, and sought out an alliance and the patronage of Alfred the Great of England. The precise nature of the relationship between King Alfred and the rulers in Wales remains unclear, whether a transitory alliance or a formal mediatisation of the Welsh rulers to the king of England. In about 904, Dinefwr's ruler, Hywel Dda, incorporated Dinefwr into an enlarged realm to be known as Deheubarth, meaning the "south part", and later went on to conquer Powys and Gwynedd. However, both Powys and Gwynedd returned to their native dynasties on Hywel's death in 950. Viking raids upon the Welsh were "relentless", according to Davies, and subsequent rulers were compelled to raise taxes to pay the ransoms for Welsh hostages in 993, and in 999 a Viking raiding party attacked St. David's and killed Morganau, the bishop.	true
advice_levels_onscreen_text_40022	Because of its position, Dofere controls the English Channel and is known as the 'Lock and Key of England'. Julius Caesar tried to land at Dofere during the Roman Invasion of 55 BC and turned it into an important harbor. Later the Romans built two lighthouses on either side of the harbor, one of which still stands. Later in the 5th century the Saxons founded another settlement at Dofere. Then in the 9th century Alfred the Great created a network of fortified settlements across his kingdom called burhs. In the event of a Danish attack all the men in the area could gather in the local burh to fight them. In the 10th century Dofere was made a burh. An earth rampart probably protected it with a wooden palisade on top. But Dofere was more than a fortress. It was also a busy little town with weekly markets. In the 10th century Dofere also had a royal mint.	true
advice_levels_onscreen_text_40023	Doreceaster was founded by the Romans, although the area was inhabited for thousands of years before they arrived -stone age farmers erected the enclosure known as Maumbury Rings. The Romans invaded Southeast England in 43 AD and they quickly subdued the area we now call Dorset. In the 4th century Roman Doreceaster was given stone walls. What happened to Doreceaster after the Romans left is not certain. The town may have been abandoned or there may have been a small number of people living inside the walls, grazing their cattle there and farming fields outside the walls. As time went by people seem to have trickled back into Doreceaster. At some point a market began and slowly Dorchester grew into a town again. One of the first raids of the Viking era may have taken place near Dorchester around 790. According to a chronicler, the King's reeve assembled a few men and sped to meet them thinking that they were merchants from another country. When he arrived at their location, he admonished them and instructed that they should be brought to the royal town. The Vikings then slaughtered him and his men.	true
advice_levels_onscreen_text_40024	Drayton  was not mentioned in the Domesday book of 1086. However it probably grew into a little town in the late 11th century or early 12th century. At that time international trade was booming. Drayton was well situated to trade with Europe and it soon became a busy little port. Drayton also became a focal point for the surrounding villages. It grew into a market town.	true
advice_levels_onscreen_text_40025	Druim dá Ethiar takes its name from the ridge of high ground on which it is located above the Bonnet river ("Ridge of Two Demons"). Druim dá Ethiar was the capital of Breifne and the seat of the O'Rourkes - the ancient Kings of Brieifne. It was sometime in the 700's that the kings of Ireland began to realise that it might be possible to extend control over the entire island - a concept not previously considered. This gave rise to the term High King and, although nobody could yet legitimally use the term, it did not stop many clans from eyeing it up. The O'Rourkes, along with their fellow clansmen, claimed to be descendants from Brion, a fifth century King of Connacht who was associated with Ui Neill High Kings of Ireland and would thus spend the next 500 years vying for position of high king, all the while weathering yearly raids and invasions from viking invaders.	true
advice_levels_onscreen_text_40026	Dún Att Fort rises proudly from Moine Mhor – the ‘great moss’ – an expanse of bog that carpets the southern end of Kilmartin Glen. It served as a capital stronghold and as an administrative and cultural centre for the Dal Riata and other Gaelic kings in the 500s to 800s AD. Dún Att was a classic 'nuclear' fort consisting of central core, and a series of outer fortified enclousures or courtyards. Dún Att is mentioned twice in early sources. In 683 the Annals of Ulster record: "The siege of Dún At and the siege of Dún Duirn" without further comment on the outcome or participants. In the same chronicle the entry for 736 states: "Aengus son of Fergus, king of the Picts, laid waste the territory of Dál Riata and seized Dún Att and burned Creic and bound in chains two sons of Selbach, i.e. Donngal and Feradach."	true
advice_levels_onscreen_text_40027	Dún Beccán derives its name from Old Gaelic Dùn Bheccáin ("fort of Beccán"), Beccán being the name of a Norse chieftan. The village of Dún Beccán lies on the east side of the head of Loch Dún Beccán, which bites deeply into the Isle of Skye from the north west, turning the area known as Duirinish into a peninsula. It likely served as an important trading checkpoint and a staging ground for raiders who wanted to penetrate more South from Northern shores. In the 13th century the smaller fort was left to ruin by Clan MacLeod and Dunvegan Castle was erected instead and continued to be an important trading port for the North. 	true
advice_levels_onscreen_text_40028	Dùn Cailden ("Fort of the Caledonii") is thought to date back to the sixth century when a monastery was founded beside the River Tay. Dùn Cailden emerged as a centre of Christianity during the 7th Century, when Columba came over from Iona, and much work was carried out by his successors. In the 9th Century, Kenneth MacAlpin (Cináed mac Ailpín), the first King of Scots, made Dùn Cailden head of the Celtic Church and capital of the newly-formed nation created by the union of the Scots and the Picts. Kenneth I of Scotland is reputed to have brought relics of St Columba from Iona in 849, in order to preserve them from Viking raids, building a new church to replace the existing structures that had been damaged from the raiding parties. One of these relics was the 'Apostles' Stone, an elaborate but badly worn cross-slab; the other, A well-bronze 'Celtic' hand bell.	true
advice_levels_onscreen_text_40029	Dún Foither was originally a Pictish fortress of strategic importance, set on the frontier between north and south Pictland where the Grampian mountains come close to the North Sea. The AD 681 siege happened in the reign of King Bridei, son of Bili, who was attempting to unite the Picts by force against the overlordship of the Angles. Bridei attacked Orkney in AD 682 from his bases north of the River Tay. After Bridei’s death in AD 693 a power struggle, unsurprisingly, ensued in Pictland. His successor, Taran, was expelled only three years later, suggesting he wasn’t very popular. So, the second siege of Dún Foither, may have been part of a bitter Pictish civil war. Over thirty years later Dún Foither was the scene of one of the most important battles of the Dark Ages - one which could be looked upon as the first ever big battle between the Scots and the English, as the British Isles started to split into two major power blocks. In this episode Constantine II (Constantín mac Áed) defied the conquest of Æthelstan, King of Wessex, by surviving a month-long seige at Dún Foither.	true
advice_levels_onscreen_text_40030	Dún Pátraic is one of Ireland's most ancient and historic towns. It takes its name from a dún (fort), which once stood on the hill that dominates the town, Rath Celtair, named after the mythological warrior of Ulster called Celtchar. Saint Patrick was reputedly buried here in 461  together with Saint Brigit and Saint Columba. From the seventh century the dominant power in Ulster was the Dál Fiatach so much so that the title "Rí Uladh" could simultaneously mean "King of Ulster" and "King of the Dál Fiatach". County Down was the ancient centre of the Dál Fiatach lands, and the chief royal site and religious centre of the Dál Fiatach was at Dún Pátraic from where they ruled Ulster for centuries. Dún Pátraic was an administrative seat that was also well known for its textile inudstry.	true
advice_levels_onscreen_text_40031	Dún Sebuirgi was part of a Gaelic overkingdom, Dál Riata, that included parts of western Scotland and northeastern Ireland, on each side of the North Channel. At its height in the late 6th and early 7th centuries, the Dál Riata encompassed roughly what is now Argyll in Scotland and part of County Antrim in the Irish province of Ulster. In the Book of Armagh, published by Sir William Betham, Ulster King at Arms, we are informed that St. Patrick "At Dún Sebuirgi sat upon a rock, which is called St. Patrick's rock to this day, and there he consecrated holy Olcan bishop, whom he himself had educated, and he returned into the plain of Eilne, and erected many other church, which the Coindiri possess."	true
advice_levels_onscreen_text_40032	Vikings invaded the territory around Dyflin in the 9th century, establishing the Norse Kingdom of Dyflin, the earliest and longest-lasting Norse kingdom in Ireland. The Viking settlement was on the River Poddle, a tributary of the Liffey, to the East of Christchurch, in the area known as Wood Quay. The Dubh Linn was a lake used by the Vikings to moor their ships and was connected to the Liffey by the Poddle. The Vikings, or Ostmen as they called themselves, ruled Dyflin for almost three centuries, during which time they were expelled in 902 only to return in 917 and famously defeated by the Irish High King Brian Boru at the battle of Clontarf in 1014.  From that date, the Danes were a minor political force in Ireland, firmly opting for a commercial life. Viking rule of Dyflin lasted until 1171 when the city was captured by King Dermot MacMurrough of Leinster, with the aid of Anglo-Norman mercenaries lead by Strongbow.	true
advice_levels_onscreen_text_40033	Earmutha was founded by the Angles and is one of the most important historic ports on the east coast of England. In AD 495, Cerdic, a Saxon Prince and his son, with five ships, entered the port of Yarmouth and named it Cerdric Shore. This Cerdic Shore seems to have been a great sandbank formed along the shore between two branches or channels of the Yare called Havens. In AD 870, Lodbrog the Dane, driven by a sudden tempest from Denmark across the sea, landed at Reedham where the Court of Edmund, King of East Anglia, was then kept. Lodbrog is said to have been received into Court favour but was soon afterwards murdered in a wood by the King's huntsman (Bern) through jealousy. This later led to the imprisonment and execution of Edmund and put an end to the Saxon dynasty in East Anglia, after Hinguar and Hubba, two Danish chieftains, at the head of 20,000 men, had ravished all East Anglia. By the time of the Domesday Book, in 1086, Earmutha had grown into a little town with a population of a few hundred. The Domesday book records Earmutha as having 70 Burgesses, the largest parish church in England was built here in 1101 and a Royal Charter was granted to the town in 1208, resulting in the town wall being built.	true
advice_levels_onscreen_text_40034	At some point before the 7th century AD, the Gododdin ("descendants of the Votadini) built a hillfort known as Din Eidyn or Etin, almost certainly somewhere within the bounds of modern Eidenburg. In AD 638 the Gododdin stronghold was besieged by forces loyal to King Oswald of Northumbria, shortly thereafter the greater Eidenburg region came under Northumbrian rule. In the following years the Angles extended their influence west and north of Eidenburg but following their defeat at the Battle of Nechtansmere in AD 685 Eidenburg may have come to mark the north west extremity of the Angles' kingdom. According to the Anglo-Saxon Chronicle, in 710 the Angles fought against the Picts between the rivers Avon and Carron which flow into the River Forth from the south about 20 miles west of Eidenburg. Though not exclusive, Anglian influence predominated from the mid-seventh century to the mid-tenth century, with Eidenburg as a frontier stronghold. In the late ninth century the Danelaw, centred on Eoferwic, was established in the wake of Viking raids on Britain. The northern part of Northumbria was cut off from the rest of England by the Old Norse-speaking Danes, significantly weakening what remained of the kingdom. During the tenth century its northernmost part, which had retained its Brythonic name Lothian, came under the sway of the Kingdom of Scotland. In AD 973 during a royal council at Chester, the English king Edgar the Peaceful formally granted Eidenburg to Kenneth II, King of Scots.	true
advice_levels_onscreen_text_40035	The withdrawal of the Roman legions from York around 410 AD left Eoferwic at the mercy of the Anglo-Saxons. A legend tells that King Arthur recaptured the city for a time from the invaders, but even Arthur could not stem the Saxon tide for long. In the early 7th century Deira and Bernicia combined to make the Kingdom of Northumbria. The Saxons seem to have settled into Roman Eoferwic without changing the city overmuch. They used the Roman grid pattern of streets and refortified the walls. The golden age of Anglo-Saxon Eoferwic came to an abrupt end in the mid 9th century AD. The prosperity of the city made it an obvious target for the Danish Vikings who now poured forth from their homeland in search of plunder. In 866 an invasion force led by Ivar the Boneless captured the city and made the capitol of their new territory in northern England. he Vikings changed the name of the city from the Saxon Eoforwic to a more Danish "Jorvik". Although the name of Jorvik did not survive the Viking period, the Danes left a legacy of street names behind them; the suffix "gate" that attaches to so many York streets (such as Micklegate and Skeldergate) is based on the Viking "gata", meaning simply, "street". The Vikings established a peaceable communiy based on agriculture and trade. Houses were built from wood with wattle infill for the walls. Excavations in the city centre have shown that the Viking houses were set gable-end on to the street, and packed closely together in long, narrow strips. Behind the street frontage were workshops, then yards with wells and rubbish heaps. Some premises may also have maintained warehouses at the rear of the property. The Viking influence lasted less than a century. In AD 954 Eric Bloodaxe was defeated by Eadred, King of Wessex. Eadred forged an alliance between the northern Kingdom of Northumbria and his own domains in the south. The final Norwegian throw of the dice came in 1066, when an invasion led by Harald Hardrada of Norway was defeated at the Battle of Stamford Bridge, just 8 miles from Eoferwic. Three short weeks later, the Battle of Hastings left England in the hands of the Normans.	true
advice_levels_onscreen_text_40036	Exanceaster began as a settlement on a dry ridge ending in a spur overlooking a navigable river teeming with fish, with fertile land nearby. Roman occupiers established a 42-acre 'playing-card' shaped (rectangle with round corners and two short and two long sides) fort named Isca around 55 AD. The presence of the fort built up an unplanned civilian community of natives and the soldiers' families, mostly to the northeast of the fort. This settlement served as the tribal capital of the Dumnonii until sometime in the 7th century when ownership of the land transferred to the Saxons around the time that they defeated British Dumnonians at Peonnum in Somerset in 658. In 876, it was attacked and briefly captured by Danish Vikings. Alfred the Great drove them out the next summer. Over the next few years, he elevated Exanceaster to one of the four burhs in Devon, rebuilding its walls on the Roman lines. These permitted the city to fend off another attack and siege by the Danes in 893.	true
advice_levels_onscreen_text_40037	Gipeswic is one of the oldest Anglo-Saxon towns in England and has a rich heritage and proud history. Gipeswic started in as a small trading settlement in the early 7th century. There are 2 theories about how Ipswich got its name. It may have been "Gippa's wic" (wic is an old word meaning port). Or it may have been "Gip's wic" (gip meant corner in this case the corner of the river Orwell). Whichever is true Gipeswic soon became a flourishing town. It was ideally situated to trade with Germany. Whetstones and millstones were imported from Germany into Gipeswic. Wool was exported. In Anglo-Saxon Gipeswic there were many weavers of wool. There were also potters and many other craftsmen. Gipeswic also had a mint. However because of its position in the East of England Gipeswic was vulnerable to attack by the Danes. The Danes occupied Gipeswic from 869 until 917 when it was recaptured by the English.	true
advice_levels_onscreen_text_40038	Gleawceaster owes its name, strategic location and much of its layout to many centuries of Roman occupation. The first settlement was a military fortress at Kingsholm established in the late 40s or early 50s AD. It developed into one of the chief settlements in Roman Britain, and was granted the title of Colonia Nervia Glevensis by Emperor Nerva – the highest status a provincial town could achieve in the Roman Empire. After the Fall of Rome, Gleawceaster was captured by the Saxons following the decisive battle Dyrham in 577. The Mercian king, Osric of Hwicce, founded an abbey dedicated to St Peter. By the tenth century, Gloucester continued to be an important centre in the Kingdom of Mercia, and was famously re-planned and re-fortified by Queen Aethelflaed (daughter of Alfred the Great) as a defense against the marauding Danes. The core street layout survives to this day. Aethelflaed also founded the New Minster church of St Oswald which became a shrine of great importance following the installation the seventh century king and saint’s bones.	true
advice_levels_onscreen_text_40039	In the bronze age and the iron age there were settlements on the site of Grantabrycg. Then in the 1st century AD the Romans built a fort on Castle Hill. However this fort was abandoned at the beginning of the 5th century AD as the Roman Empire declined. Grantabrycg was founded in 875 when the Danes conquered Eastern England. They created a fortified town called a burgh (from which we derive our word borough) on the site. Grantabrycg would have been surrounded by a ditch and an earth rampart probably with a wooden palisade on top. In the 10th century Grantabrycg was captured by the Saxons. However in 1010 Grantabrycg was burned by the Danes. That was an easy task when all the buildings were of wood with thatched roofs. On the other hand if Cambridge was burned it could be easily rebuilt. By the 10th century Grantabrycg was flourishing and it had a mint. It was also the administrative center for the area and so it was a town of some importance, although it would seem tiny to us. By the time of the Domesday Book in 1086 Grantabrycg probably had a population of about 2,000. By the standards of the time it was a medium sized town. Later in the Middle Ages the population of Grantabrycg probably rose to about 3,000.	true
