Loc PackedFile
Key	Text	Tooltip
cdir_events_dilemma_choice_details_localised_choice_label_shield_ally_region_vik_reg_cathair_domnaillSECOND	Keep the Region	true
cdir_events_dilemma_choice_details_localised_choice_label_shield_ally_region_vik_reg_ceasterFIRST	Return the Region	true
cdir_events_dilemma_choice_details_localised_choice_label_shield_ally_region_vik_reg_ceasterSECOND	Keep the Region	true
cdir_events_dilemma_choice_details_localised_choice_label_shield_ally_region_vik_reg_cell_alaidFIRST	Return the Region	true
cdir_events_dilemma_choice_details_localised_choice_label_shield_ally_region_vik_reg_cell_alaidSECOND	Keep the Region	true
cdir_events_dilemma_choice_details_localised_choice_label_shield_ally_region_vik_reg_cell_cainningFIRST	Return the Region	true
cdir_events_dilemma_choice_details_localised_choice_label_shield_ally_region_vik_reg_cell_cainningSECOND	Keep the Region	true
cdir_events_dilemma_choice_details_localised_choice_label_shield_ally_region_vik_reg_cell_daltainFIRST	Return the Region	true
cdir_events_dilemma_choice_details_localised_choice_label_shield_ally_region_vik_reg_cell_daltainSECOND	Keep the Region	true
cdir_events_dilemma_choice_details_localised_choice_label_shield_ally_region_vik_reg_cell_maic_aedaFIRST	Return the Region	true
cdir_events_dilemma_choice_details_localised_choice_label_shield_ally_region_vik_reg_cell_maic_aedaSECOND	Keep the Region	true
cdir_events_dilemma_choice_details_localised_choice_label_shield_ally_region_vik_reg_cell_morFIRST	Return the Region	true
cdir_events_dilemma_choice_details_localised_choice_label_shield_ally_region_vik_reg_cell_morSECOND	Keep the Region	true
cdir_events_dilemma_choice_details_localised_choice_label_shield_ally_region_vik_reg_celmeresfortFIRST	Return the Region	true
cdir_events_dilemma_choice_details_localised_choice_label_shield_ally_region_vik_reg_celmeresfortSECOND	Keep the Region	true
cdir_events_dilemma_choice_details_localised_choice_label_shield_ally_region_vik_reg_cenannasFIRST	Return the Region	true
cdir_events_dilemma_choice_details_localised_choice_label_shield_ally_region_vik_reg_cenannasSECOND	Keep the Region	true
cdir_events_dilemma_choice_details_localised_choice_label_shield_ally_region_vik_reg_cenn_rigmonidFIRST	Return the Region	true
cdir_events_dilemma_choice_details_localised_choice_label_shield_ally_region_vik_reg_cenn_rigmonidSECOND	Keep the Region	true
cdir_events_dilemma_choice_details_localised_choice_label_shield_ally_region_vik_reg_cetrethaFIRST	Return the Region	true
cdir_events_dilemma_choice_details_localised_choice_label_shield_ally_region_vik_reg_cetrethaSECOND	Keep the Region	true
cdir_events_dilemma_choice_details_localised_choice_label_shield_ally_region_vik_reg_cherchebiFIRST	Return the Region	true
cdir_events_dilemma_choice_details_localised_choice_label_shield_ally_region_vik_reg_cherchebiSECOND	Keep the Region	true
cdir_events_dilemma_choice_details_localised_choice_label_shield_ally_region_vik_reg_cippanhammFIRST	Return the Region	true
cdir_events_dilemma_choice_details_localised_choice_label_shield_ally_region_vik_reg_cippanhammSECOND	Keep the Region	true
cdir_events_dilemma_choice_details_localised_choice_label_shield_ally_region_vik_reg_cirenceasterFIRST	Return the Region	true
cdir_events_dilemma_choice_details_localised_choice_label_shield_ally_region_vik_reg_cirenceasterSECOND	Keep the Region	true
cdir_events_dilemma_choice_details_localised_choice_label_shield_ally_region_vik_reg_cissanbyrigFIRST	Return the Region	true
cdir_events_dilemma_choice_details_localised_choice_label_shield_ally_region_vik_reg_cissanbyrigSECOND	Keep the Region	true
cdir_events_dilemma_choice_details_localised_choice_label_shield_ally_region_vik_reg_clocherFIRST	Return the Region	true
cdir_events_dilemma_choice_details_localised_choice_label_shield_ally_region_vik_reg_clocherSECOND	Keep the Region	true
cdir_events_dilemma_choice_details_localised_choice_label_shield_ally_region_vik_reg_cluain_eoaisFIRST	Return the Region	true
cdir_events_dilemma_choice_details_localised_choice_label_shield_ally_region_vik_reg_cluain_eoaisSECOND	Keep the Region	true
cdir_events_dilemma_choice_details_localised_choice_label_shield_ally_region_vik_reg_cluain_irairdFIRST	Return the Region	true
cdir_events_dilemma_choice_details_localised_choice_label_shield_ally_region_vik_reg_cluain_irairdSECOND	Keep the Region	true
cdir_events_dilemma_choice_details_localised_choice_label_shield_ally_region_vik_reg_cluain_mac_noisFIRST	Return the Region	true
cdir_events_dilemma_choice_details_localised_choice_label_shield_ally_region_vik_reg_cluain_mac_noisSECOND	Keep the Region	true
cdir_events_dilemma_choice_details_localised_choice_label_shield_ally_region_vik_reg_cluain_morFIRST	Return the Region	true
cdir_events_dilemma_choice_details_localised_choice_label_shield_ally_region_vik_reg_cluain_morSECOND	Keep the Region	true
cdir_events_dilemma_choice_details_localised_choice_label_shield_ally_region_vik_reg_cluainFIRST	Return the Region	true
cdir_events_dilemma_choice_details_localised_choice_label_shield_ally_region_vik_reg_cluainSECOND	Keep the Region	true
cdir_events_dilemma_choice_details_localised_choice_label_shield_ally_region_vik_reg_cnodbaFIRST	Return the Region	true
cdir_events_dilemma_choice_details_localised_choice_label_shield_ally_region_vik_reg_cnodbaSECOND	Keep the Region	true
cdir_events_dilemma_choice_details_localised_choice_label_shield_ally_region_vik_reg_coinnireFIRST	Return the Region	true
cdir_events_dilemma_choice_details_localised_choice_label_shield_ally_region_vik_reg_coinnireSECOND	Keep the Region	true
cdir_events_dilemma_choice_details_localised_choice_label_shield_ally_region_vik_reg_coldingahamFIRST	Return the Region	true
cdir_events_dilemma_choice_details_localised_choice_label_shield_ally_region_vik_reg_coldingahamSECOND	Keep the Region	true
cdir_events_dilemma_choice_details_localised_choice_label_shield_ally_region_vik_reg_colneceasterFIRST	Return the Region	true
cdir_events_dilemma_choice_details_localised_choice_label_shield_ally_region_vik_reg_colneceasterSECOND	Keep the Region	true
cdir_events_dilemma_choice_details_localised_choice_label_shield_ally_region_vik_reg_corcachFIRST	Return the Region	true
cdir_events_dilemma_choice_details_localised_choice_label_shield_ally_region_vik_reg_corcachSECOND	Keep the Region	true
cdir_events_dilemma_choice_details_localised_choice_label_shield_ally_region_vik_reg_cridiatuneFIRST	Return the Region	true
cdir_events_dilemma_choice_details_localised_choice_label_shield_ally_region_vik_reg_cridiatuneSECOND	Keep the Region	true
cdir_events_dilemma_choice_details_localised_choice_label_shield_ally_region_vik_reg_dacorFIRST	Return the Region	true
cdir_events_dilemma_choice_details_localised_choice_label_shield_ally_region_vik_reg_dacorSECOND	Keep the Region	true
cdir_events_dilemma_choice_details_localised_choice_label_shield_ally_region_vik_reg_dearFIRST	Return the Region	true
cdir_events_dilemma_choice_details_localised_choice_label_shield_ally_region_vik_reg_dearSECOND	Keep the Region	true
cdir_events_dilemma_choice_details_localised_choice_label_shield_ally_region_vik_reg_deorabyFIRST	Return the Region	true
cdir_events_dilemma_choice_details_localised_choice_label_shield_ally_region_vik_reg_deorabySECOND	Keep the Region	true
cdir_events_dilemma_choice_details_localised_choice_label_shield_ally_region_vik_reg_din_prysFIRST	Return the Region	true
cdir_events_dilemma_choice_details_localised_choice_label_shield_ally_region_vik_reg_din_prysSECOND	Keep the Region	true
cdir_events_dilemma_choice_details_localised_choice_label_shield_ally_region_vik_reg_dinas_powisFIRST	Return the Region	true
cdir_events_dilemma_choice_details_localised_choice_label_shield_ally_region_vik_reg_dinas_powisSECOND	Keep the Region	true
cdir_events_dilemma_choice_details_localised_choice_label_shield_ally_region_vik_reg_dinefwrFIRST	Return the Region	true
cdir_events_dilemma_choice_details_localised_choice_label_shield_ally_region_vik_reg_dinefwrSECOND	Keep the Region	true
cdir_events_dilemma_choice_details_localised_choice_label_shield_ally_region_vik_reg_dofereFIRST	Return the Region	true
cdir_events_dilemma_choice_details_localised_choice_label_shield_ally_region_vik_reg_dofereSECOND	Keep the Region	true
cdir_events_dilemma_choice_details_localised_choice_label_shield_ally_region_vik_reg_domucFIRST	Return the Region	true
cdir_events_dilemma_choice_details_localised_choice_label_shield_ally_region_vik_reg_domucSECOND	Keep the Region	true
cdir_events_dilemma_choice_details_localised_choice_label_shield_ally_region_vik_reg_doneceasterFIRST	Return the Region	true
cdir_events_dilemma_choice_details_localised_choice_label_shield_ally_region_vik_reg_doneceasterSECOND	Keep the Region	true
cdir_events_dilemma_choice_details_localised_choice_label_shield_ally_region_vik_reg_doreceasterFIRST	Return the Region	true
cdir_events_dilemma_choice_details_localised_choice_label_shield_ally_region_vik_reg_doreceasterSECOND	Keep the Region	true
cdir_events_dilemma_choice_details_localised_choice_label_shield_ally_region_vik_reg_dorFIRST	Return the Region	true
cdir_events_dilemma_choice_details_localised_choice_label_shield_ally_region_vik_reg_dorSECOND	Keep the Region	true
cdir_events_dilemma_choice_details_localised_choice_label_shield_ally_region_vik_reg_draytonFIRST	Return the Region	true
cdir_events_dilemma_choice_details_localised_choice_label_shield_ally_region_vik_reg_draytonSECOND	Keep the Region	true
cdir_events_dilemma_choice_details_localised_choice_label_shield_ally_region_vik_reg_druim_collachairFIRST	Return the Region	true
cdir_events_dilemma_choice_details_localised_choice_label_shield_ally_region_vik_reg_druim_collachairSECOND	Keep the Region	true
cdir_events_dilemma_choice_details_localised_choice_label_shield_ally_region_vik_reg_druim_da_ethiarFIRST	Return the Region	true
cdir_events_dilemma_choice_details_localised_choice_label_shield_ally_region_vik_reg_druim_da_ethiarSECOND	Keep the Region	true
cdir_events_dilemma_choice_details_localised_choice_label_shield_ally_region_vik_reg_dugannuFIRST	Return the Region	true
cdir_events_dilemma_choice_details_localised_choice_label_shield_ally_region_vik_reg_dugannuSECOND	Keep the Region	true
cdir_events_dilemma_choice_details_localised_choice_label_shield_ally_region_vik_reg_dun_aberteFIRST	Return the Region	true
cdir_events_dilemma_choice_details_localised_choice_label_shield_ally_region_vik_reg_dun_aberteSECOND	Keep the Region	true
cdir_events_dilemma_choice_details_localised_choice_label_shield_ally_region_vik_reg_dun_attFIRST	Return the Region	true
cdir_events_dilemma_choice_details_localised_choice_label_shield_ally_region_vik_reg_dun_attSECOND	Keep the Region	true
cdir_events_dilemma_choice_details_localised_choice_label_shield_ally_region_vik_reg_dun_beccanFIRST	Return the Region	true
cdir_events_dilemma_choice_details_localised_choice_label_shield_ally_region_vik_reg_dun_beccanSECOND	Keep the Region	true
cdir_events_dilemma_choice_details_localised_choice_label_shield_ally_region_vik_reg_dun_blannFIRST	Return the Region	true
cdir_events_dilemma_choice_details_localised_choice_label_shield_ally_region_vik_reg_dun_blannSECOND	Keep the Region	true
cdir_events_dilemma_choice_details_localised_choice_label_shield_ally_region_vik_reg_dun_caildenFIRST	Return the Region	true
cdir_events_dilemma_choice_details_localised_choice_label_shield_ally_region_vik_reg_dun_caildenSECOND	Keep the Region	true
cdir_events_dilemma_choice_details_localised_choice_label_shield_ally_region_vik_reg_dun_domnaillFIRST	Return the Region	true
cdir_events_dilemma_choice_details_localised_choice_label_shield_ally_region_vik_reg_dun_domnaillSECOND	Keep the Region	true
cdir_events_dilemma_choice_details_localised_choice_label_shield_ally_region_vik_reg_dun_duirnFIRST	Return the Region	true
cdir_events_dilemma_choice_details_localised_choice_label_shield_ally_region_vik_reg_dun_duirnSECOND	Keep the Region	true
cdir_events_dilemma_choice_details_localised_choice_label_shield_ally_region_vik_reg_dun_eachainnFIRST	Return the Region	true
cdir_events_dilemma_choice_details_localised_choice_label_shield_ally_region_vik_reg_dun_eachainnSECOND	Keep the Region	true
cdir_events_dilemma_choice_details_localised_choice_label_shield_ally_region_vik_reg_dun_foitherFIRST	Return the Region	true
cdir_events_dilemma_choice_details_localised_choice_label_shield_ally_region_vik_reg_dun_foitherSECOND	Keep the Region	true
cdir_events_dilemma_choice_details_localised_choice_label_shield_ally_region_vik_reg_dun_na_ngallFIRST	Return the Region	true
cdir_events_dilemma_choice_details_localised_choice_label_shield_ally_region_vik_reg_dun_na_ngallSECOND	Keep the Region	true
cdir_events_dilemma_choice_details_localised_choice_label_shield_ally_region_vik_reg_dun_nechtainFIRST	Return the Region	true
cdir_events_dilemma_choice_details_localised_choice_label_shield_ally_region_vik_reg_dun_nechtainSECOND	Keep the Region	true
cdir_events_dilemma_choice_details_localised_choice_label_shield_ally_region_vik_reg_dun_ollaigFIRST	Return the Region	true
cdir_events_dilemma_choice_details_localised_choice_label_shield_ally_region_vik_reg_dun_ollaigSECOND	Keep the Region	true
cdir_events_dilemma_choice_details_localised_choice_label_shield_ally_region_vik_reg_dun_patraicFIRST	Return the Region	true
cdir_events_dilemma_choice_details_localised_choice_label_shield_ally_region_vik_reg_dun_patraicSECOND	Keep the Region	true
cdir_events_dilemma_choice_details_localised_choice_label_shield_ally_region_vik_reg_dun_sebuirgiFIRST	Return the Region	true
cdir_events_dilemma_choice_details_localised_choice_label_shield_ally_region_vik_reg_dun_sebuirgiSECOND	Keep the Region	true
cdir_events_dilemma_choice_details_localised_choice_label_shield_ally_region_vik_reg_dunholmFIRST	Return the Region	true
cdir_events_dilemma_choice_details_localised_choice_label_shield_ally_region_vik_reg_dunholmSECOND	Keep the Region	true
cdir_events_dilemma_choice_details_localised_choice_label_shield_ally_region_vik_reg_dyflinFIRST	Return the Region	true
cdir_events_dilemma_choice_details_localised_choice_label_shield_ally_region_vik_reg_dyflinSECOND	Keep the Region	true
cdir_events_dilemma_choice_details_localised_choice_label_shield_ally_region_vik_reg_dynbaerFIRST	Return the Region	true
cdir_events_dilemma_choice_details_localised_choice_label_shield_ally_region_vik_reg_dynbaerSECOND	Keep the Region	true
cdir_events_dilemma_choice_details_localised_choice_label_shield_ally_region_vik_reg_earmuthaFIRST	Return the Region	true
cdir_events_dilemma_choice_details_localised_choice_label_shield_ally_region_vik_reg_earmuthaSECOND	Keep the Region	true
cdir_events_dilemma_choice_details_localised_choice_label_shield_ally_region_vik_reg_ebbeshamFIRST	Return the Region	true
cdir_events_dilemma_choice_details_localised_choice_label_shield_ally_region_vik_reg_ebbeshamSECOND	Keep the Region	true
cdir_events_dilemma_choice_details_localised_choice_label_shield_ally_region_vik_reg_eidenburgFIRST	Return the Region	true
cdir_events_dilemma_choice_details_localised_choice_label_shield_ally_region_vik_reg_eidenburgSECOND	Keep the Region	true
cdir_events_dilemma_choice_details_localised_choice_label_shield_ally_region_vik_reg_eligFIRST	Return the Region	true
cdir_events_dilemma_choice_details_localised_choice_label_shield_ally_region_vik_reg_eligSECOND	Keep the Region	true
cdir_events_dilemma_choice_details_localised_choice_label_shield_ally_region_vik_reg_eoferwicFIRST	Return the Region	true
cdir_events_dilemma_choice_details_localised_choice_label_shield_ally_region_vik_reg_eoferwicSECOND	Keep the Region	true
cdir_events_dilemma_choice_details_localised_choice_label_shield_ally_region_vik_reg_eofeshamFIRST	Return the Region	true
cdir_events_dilemma_choice_details_localised_choice_label_shield_ally_region_vik_reg_eofeshamSECOND	Keep the Region	true
cdir_events_dilemma_choice_details_localised_choice_label_shield_ally_region_vik_reg_ethandunFIRST	Return the Region	true
cdir_events_dilemma_choice_details_localised_choice_label_shield_ally_region_vik_reg_ethandunSECOND	Keep the Region	true
cdir_events_dilemma_choice_details_localised_choice_label_shield_ally_region_vik_reg_exanceasterFIRST	Return the Region	true
cdir_events_dilemma_choice_details_localised_choice_label_shield_ally_region_vik_reg_exanceasterSECOND	Keep the Region	true
cdir_events_dilemma_choice_details_localised_choice_label_shield_ally_region_vik_reg_fernaFIRST	Return the Region	true
cdir_events_dilemma_choice_details_localised_choice_label_shield_ally_region_vik_reg_fernaSECOND	Keep the Region	true
cdir_events_dilemma_choice_details_localised_choice_label_shield_ally_region_vik_reg_flichesburgFIRST	Return the Region	true
cdir_events_dilemma_choice_details_localised_choice_label_shield_ally_region_vik_reg_flichesburgSECOND	Keep the Region	true
cdir_events_dilemma_choice_details_localised_choice_label_shield_ally_region_vik_reg_foraisFIRST	Return the Region	true
cdir_events_dilemma_choice_details_localised_choice_label_shield_ally_region_vik_reg_foraisSECOND	Keep the Region	true
cdir_events_dilemma_choice_details_localised_choice_label_shield_ally_region_vik_reg_gipeswicFIRST	Return the Region	true
cdir_events_dilemma_choice_details_localised_choice_label_shield_ally_region_vik_reg_gipeswicSECOND	Keep the Region	true
cdir_events_dilemma_choice_details_localised_choice_label_shield_ally_region_vik_reg_glastingburiFIRST	Return the Region	true
cdir_events_dilemma_choice_details_localised_choice_label_shield_ally_region_vik_reg_glastingburiSECOND	Keep the Region	true
cdir_events_dilemma_choice_details_localised_choice_label_shield_ally_region_vik_reg_gleann_da_lochFIRST	Return the Region	true
cdir_events_dilemma_choice_details_localised_choice_label_shield_ally_region_vik_reg_gleann_da_lochSECOND	Keep the Region	true
cdir_events_dilemma_choice_details_localised_choice_label_shield_ally_region_vik_reg_gleawceasterFIRST	Return the Region	true
cdir_events_dilemma_choice_details_localised_choice_label_shield_ally_region_vik_reg_gleawceasterSECOND	Keep the Region	true
cdir_events_dilemma_choice_details_localised_choice_label_shield_ally_region_vik_reg_grantabrycgFIRST	Return the Region	true
cdir_events_dilemma_choice_details_localised_choice_label_shield_ally_region_vik_reg_grantabrycgSECOND	Keep the Region	true
cdir_events_dilemma_choice_details_localised_choice_label_shield_ally_region_vik_reg_grianan_aileachFIRST	Return the Region	true
cdir_events_dilemma_choice_details_localised_choice_label_shield_ally_region_vik_reg_grianan_aileachSECOND	Keep the Region	true
cdir_events_dilemma_choice_details_localised_choice_label_shield_ally_region_vik_reg_guldefordFIRST	Return the Region	true
cdir_events_dilemma_choice_details_localised_choice_label_shield_ally_region_vik_reg_guldefordSECOND	Keep the Region	true
cdir_events_dilemma_choice_details_localised_choice_label_shield_ally_region_vik_reg_guvanFIRST	Return the Region	true
cdir_events_dilemma_choice_details_localised_choice_label_shield_ally_region_vik_reg_guvanSECOND	Keep the Region	true
cdir_events_dilemma_choice_details_localised_choice_label_shield_ally_region_vik_reg_gyruumFIRST	Return the Region	true
cdir_events_dilemma_choice_details_localised_choice_label_shield_ally_region_vik_reg_gyruumSECOND	Keep the Region	true
cdir_events_dilemma_choice_details_localised_choice_label_shield_ally_region_vik_reg_haestingasFIRST	Return the Region	true
cdir_events_dilemma_choice_details_localised_choice_label_shield_ally_region_vik_reg_haestingasSECOND	Keep the Region	true
cdir_events_dilemma_choice_details_localised_choice_label_shield_ally_region_vik_reg_hagustaldesFIRST	Return the Region	true
cdir_events_dilemma_choice_details_localised_choice_label_shield_ally_region_vik_reg_hagustaldesSECOND	Keep the Region	true
cdir_events_dilemma_choice_details_localised_choice_label_shield_ally_region_vik_reg_haverfordiaFIRST	Return the Region	true
cdir_events_dilemma_choice_details_localised_choice_label_shield_ally_region_vik_reg_haverfordiaSECOND	Keep the Region	true
cdir_events_dilemma_choice_details_localised_choice_label_shield_ally_region_vik_reg_herefordFIRST	Return the Region	true
cdir_events_dilemma_choice_details_localised_choice_label_shield_ally_region_vik_reg_herefordSECOND	Keep the Region	true
