building_effects_junction_tables	3
building	effect	effect_scope	value	value_damaged	value_ruined
vik_grianan_ailech_1	shield_scripted_pop_cap_serf	region_to_region_own	160	160	0
vik_grianan_ailech_2	shield_scripted_pop_cap_serf	region_to_region_own	240	240	0
vik_grianan_ailech_3	shield_scripted_pop_cap_serf	region_to_region_own	300	300	0
vik_grianan_ailech_4	shield_scripted_pop_cap_serf	region_to_region_own	360	360	0
vik_grianan_ailech_5	shield_scripted_pop_cap_serf	region_to_region_own	420	420	0
vik_great_hall_1	shield_scripted_pop_cap_serf	region_to_region_own	160	160	0
vik_great_hall_2	shield_scripted_pop_cap_serf	region_to_region_own	240	240	0
vik_great_hall_3	shield_scripted_pop_cap_serf	region_to_region_own	300	300	0
vik_great_hall_4	shield_scripted_pop_cap_serf	region_to_region_own	360	360	0
vik_great_hall_5	shield_scripted_pop_cap_serf	region_to_region_own	420	420	0
vik_longphort_1	shield_scripted_pop_cap_serf	region_to_region_own	160	160	0
vik_longphort_2	shield_scripted_pop_cap_serf	region_to_region_own	240	240	0
vik_longphort_3	shield_scripted_pop_cap_serf	region_to_region_own	300	300	0
vik_longphort_4	shield_scripted_pop_cap_serf	region_to_region_own	360	360	0
vik_longphort_5	shield_scripted_pop_cap_serf	region_to_region_own	420	420	0
vik_market_1	shield_scripted_pop_cap_serf	region_to_region_own	240	240	0
vik_market_2	shield_scripted_pop_cap_serf	region_to_region_own	320	320	0
vik_market_3	shield_scripted_pop_cap_serf	region_to_region_own	400	400	0
vik_market_4	shield_scripted_pop_cap_serf	region_to_region_own	560	560	0
vik_market_5	shield_scripted_pop_cap_serf	region_to_region_own	800	800	0
vik_offas_hall_1	shield_scripted_pop_cap_serf	region_to_region_own	160	160	0
vik_offas_hall_2	shield_scripted_pop_cap_serf	region_to_region_own	240	240	0
vik_offas_hall_3	shield_scripted_pop_cap_serf	region_to_region_own	300	300	0
vik_offas_hall_4	shield_scripted_pop_cap_serf	region_to_region_own	360	360	0
vik_offas_hall_5	shield_scripted_pop_cap_serf	region_to_region_own	420	420	0
vik_rock_caisil_1	shield_scripted_pop_cap_serf	region_to_region_own	160	160	0
vik_rock_caisil_2	shield_scripted_pop_cap_serf	region_to_region_own	240	240	0
vik_rock_caisil_3	shield_scripted_pop_cap_serf	region_to_region_own	300	300	0
vik_rock_caisil_4	shield_scripted_pop_cap_serf	region_to_region_own	360	360	0
vik_rock_caisil_5	shield_scripted_pop_cap_serf	region_to_region_own	420	420	0
vik_achad_bo_1	shield_scripted_pop_cap_lord	region_to_region_own	40	40	0
vik_achad_bo_2	shield_scripted_pop_cap_lord	region_to_region_own	80	80	0
vik_achad_bo_3	shield_scripted_pop_cap_lord	region_to_region_own	160	160	0
vik_achad_bo_4	shield_scripted_pop_cap_lord	region_to_region_own	240	240	0
vik_achad_bo_5	shield_scripted_pop_cap_lord	region_to_region_own	300	300	0
vik_st_ciaran_1	shield_scripted_pop_cap_lord	region_to_region_own	40	40	0
vik_st_ciaran_2	shield_scripted_pop_cap_lord	region_to_region_own	80	80	0
vik_st_ciaran_3	shield_scripted_pop_cap_lord	region_to_region_own	160	160	0
vik_st_ciaran_4	shield_scripted_pop_cap_lord	region_to_region_own	240	240	0
vik_st_ciaran_5	shield_scripted_pop_cap_lord	region_to_region_own	300	300	0
vik_st_columbe_1	shield_scripted_pop_cap_lord	region_to_region_own	40	40	0
vik_st_columbe_2	shield_scripted_pop_cap_lord	region_to_region_own	80	80	0
vik_st_columbe_3	shield_scripted_pop_cap_lord	region_to_region_own	160	160	0
vik_st_columbe_4	shield_scripted_pop_cap_lord	region_to_region_own	240	240	0
vik_st_columbe_5	shield_scripted_pop_cap_lord	region_to_region_own	300	300	0
vik_st_patraic_1	shield_scripted_pop_cap_lord	region_to_region_own	40	40	0
vik_st_patraic_2	shield_scripted_pop_cap_lord	region_to_region_own	80	80	0
vik_st_patraic_3	shield_scripted_pop_cap_lord	region_to_region_own	160	160	0
vik_st_patraic_4	shield_scripted_pop_cap_lord	region_to_region_own	240	240	0
vik_st_patraic_5	shield_scripted_pop_cap_lord	region_to_region_own	300	300	0
vik_mountain_hall_1	shield_scripted_pop_cap_lord	region_to_region_own	100	100	0
vik_mountain_hall_2	shield_scripted_pop_cap_lord	region_to_region_own	180	180	0
vik_mountain_hall_3	shield_scripted_pop_cap_lord	region_to_region_own	240	240	0
vik_mountain_hall_4	shield_scripted_pop_cap_lord	region_to_region_own	300	300	0
vik_mountain_hall_5	shield_scripted_pop_cap_lord	region_to_region_own	380	380	0
vik_monastery_1	shield_scripted_pop_cap_lord	region_to_region_own	40	40	0
vik_monastery_2	shield_scripted_pop_cap_lord	region_to_region_own	80	80	0
vik_monastery_3	shield_scripted_pop_cap_lord	region_to_region_own	160	160	0
vik_monastery_4	shield_scripted_pop_cap_lord	region_to_region_own	240	240	0
vik_monastery_5	shield_scripted_pop_cap_lord	region_to_region_own	300	300	0
vik_grianan_ailech_1	shield_scripted_pop_cap_lord	region_to_region_own	100	100	0
vik_grianan_ailech_2	shield_scripted_pop_cap_lord	region_to_region_own	180	180	0
vik_grianan_ailech_3	shield_scripted_pop_cap_lord	region_to_region_own	240	240	0
vik_grianan_ailech_4	shield_scripted_pop_cap_lord	region_to_region_own	300	300	0
vik_grianan_ailech_5	shield_scripted_pop_cap_lord	region_to_region_own	380	380	0
vik_great_hall_1	shield_scripted_pop_cap_lord	region_to_region_own	80	80	0
vik_great_hall_2	shield_scripted_pop_cap_lord	region_to_region_own	160	160	0
vik_great_hall_3	shield_scripted_pop_cap_lord	region_to_region_own	200	200	0
vik_great_hall_4	shield_scripted_pop_cap_lord	region_to_region_own	280	280	0
vik_great_hall_5	shield_scripted_pop_cap_lord	region_to_region_own	360	360	0
vik_longphort_1	shield_scripted_pop_cap_lord	region_to_region_own	40	40	0
vik_longphort_2	shield_scripted_pop_cap_lord	region_to_region_own	80	80	0
vik_longphort_3	shield_scripted_pop_cap_lord	region_to_region_own	160	160	0
vik_longphort_4	shield_scripted_pop_cap_lord	region_to_region_own	240	240	0
vik_longphort_5	shield_scripted_pop_cap_lord	region_to_region_own	300	300	0
vik_market_1	shield_scripted_pop_cap_lord	region_to_region_own	80	80	0
vik_market_2	shield_scripted_pop_cap_lord	region_to_region_own	160	160	0
vik_market_3	shield_scripted_pop_cap_lord	region_to_region_own	200	200	0
vik_market_4	shield_scripted_pop_cap_lord	region_to_region_own	280	280	0
vik_market_5	shield_scripted_pop_cap_lord	region_to_region_own	360	360	0
vik_offas_hall_1	shield_scripted_pop_cap_lord	region_to_region_own	100	100	0
vik_offas_hall_2	shield_scripted_pop_cap_lord	region_to_region_own	180	180	0
vik_offas_hall_3	shield_scripted_pop_cap_lord	region_to_region_own	240	240	0
vik_offas_hall_4	shield_scripted_pop_cap_lord	region_to_region_own	300	300	0
vik_offas_hall_5	shield_scripted_pop_cap_lord	region_to_region_own	380	380	0
vik_rock_caisil_1	shield_scripted_pop_cap_lord	region_to_region_own	100	100	0
vik_rock_caisil_2	shield_scripted_pop_cap_lord	region_to_region_own	180	180	0
vik_rock_caisil_3	shield_scripted_pop_cap_lord	region_to_region_own	240	240	0
vik_rock_caisil_4	shield_scripted_pop_cap_lord	region_to_region_own	300	300	0
vik_rock_caisil_5	shield_scripted_pop_cap_lord	region_to_region_own	380	380	0
vik_longphort_1	shield_scripted_pop_cap_foreign	region_to_region_own	60	60	0
vik_longphort_2	shield_scripted_pop_cap_foreign	region_to_region_own	120	120	0
vik_longphort_3	shield_scripted_pop_cap_foreign	region_to_region_own	240	240	0
vik_longphort_4	shield_scripted_pop_cap_foreign	region_to_region_own	300	300	0
vik_longphort_5	shield_scripted_pop_cap_foreign	region_to_region_own	360	360	0
vik_achad_bo_1	shield_scripted_pop_cap_monk	region_to_region_own	20	20	0
vik_achad_bo_2	shield_scripted_pop_cap_monk	region_to_region_own	30	30	0
vik_achad_bo_3	shield_scripted_pop_cap_monk	region_to_region_own	50	50	0
vik_achad_bo_4	shield_scripted_pop_cap_monk	region_to_region_own	60	60	0
vik_achad_bo_5	shield_scripted_pop_cap_monk	region_to_region_own	80	80	0
vik_st_ciaran_1	shield_scripted_pop_cap_monk	region_to_region_own	20	20	0
vik_st_ciaran_2	shield_scripted_pop_cap_monk	region_to_region_own	30	30	0
vik_st_ciaran_3	shield_scripted_pop_cap_monk	region_to_region_own	50	50	0
vik_st_ciaran_4	shield_scripted_pop_cap_monk	region_to_region_own	60	60	0
vik_st_ciaran_5	shield_scripted_pop_cap_monk	region_to_region_own	80	80	0
vik_st_columbe_1	shield_scripted_pop_cap_monk	region_to_region_own	20	20	0
vik_st_columbe_2	shield_scripted_pop_cap_monk	region_to_region_own	30	30	0
vik_st_columbe_3	shield_scripted_pop_cap_monk	region_to_region_own	50	50	0
vik_st_columbe_4	shield_scripted_pop_cap_monk	region_to_region_own	60	60	0
vik_st_columbe_5	shield_scripted_pop_cap_monk	region_to_region_own	80	80	0
vik_st_patraic_1	shield_scripted_pop_cap_monk	region_to_region_own	20	20	0
vik_st_patraic_2	shield_scripted_pop_cap_monk	region_to_region_own	30	30	0
vik_st_patraic_3	shield_scripted_pop_cap_monk	region_to_region_own	50	50	0
vik_st_patraic_4	shield_scripted_pop_cap_monk	region_to_region_own	60	60	0
vik_st_patraic_5	shield_scripted_pop_cap_monk	region_to_region_own	80	80	0
vik_monastery_1	shield_scripted_pop_cap_monk	region_to_region_own	20	20	0
vik_monastery_2	shield_scripted_pop_cap_monk	region_to_region_own	30	30	0
vik_monastery_3	shield_scripted_pop_cap_monk	region_to_region_own	50	50	0
vik_monastery_4	shield_scripted_pop_cap_monk	region_to_region_own	60	60	0
vik_monastery_5	shield_scripted_pop_cap_monk	region_to_region_own	80	80	0
vik_rock_caisil_1	shield_scripted_pop_cap_monk	region_to_region_own	20	20	0
vik_rock_caisil_2	shield_scripted_pop_cap_monk	region_to_region_own	30	30	0
vik_rock_caisil_3	shield_scripted_pop_cap_monk	region_to_region_own	50	50	0
vik_rock_caisil_4	shield_scripted_pop_cap_monk	region_to_region_own	60	60	0
vik_rock_caisil_5	shield_scripted_pop_cap_monk	region_to_region_own	80	80	0
vik_st_ringan_1	shield_scripted_pop_cap_serf	region_to_region_own	80	80	0
vik_st_ringan_2	shield_scripted_pop_cap_serf	region_to_region_own	100	100	0
vik_st_ringan_3	shield_scripted_pop_cap_serf	region_to_region_own	120	120	0
vik_st_ringan_4	shield_scripted_pop_cap_serf	region_to_region_own	140	140	0
vik_st_ringan_5	shield_scripted_pop_cap_serf	region_to_region_own	160	160	0
vik_st_cuthbert_1	shield_scripted_pop_cap_serf	region_to_region_own	80	80	0
vik_st_cuthbert_2	shield_scripted_pop_cap_serf	region_to_region_own	100	100	0
vik_st_cuthbert_3	shield_scripted_pop_cap_serf	region_to_region_own	120	120	0
vik_st_cuthbert_4	shield_scripted_pop_cap_serf	region_to_region_own	140	140	0
vik_st_cuthbert_5	shield_scripted_pop_cap_serf	region_to_region_own	160	160	0
vik_st_dewi_1	shield_scripted_pop_cap_serf	region_to_region_own	80	80	0
vik_st_dewi_2	shield_scripted_pop_cap_serf	region_to_region_own	100	100	0
vik_st_dewi_3	shield_scripted_pop_cap_serf	region_to_region_own	120	120	0
vik_st_dewi_4	shield_scripted_pop_cap_serf	region_to_region_own	140	140	0
vik_st_dewi_5	shield_scripted_pop_cap_serf	region_to_region_own	160	160	0
vik_st_edmund_1	shield_scripted_pop_cap_serf	region_to_region_own	80	80	0
vik_st_edmund_2	shield_scripted_pop_cap_serf	region_to_region_own	100	100	0
vik_st_edmund_3	shield_scripted_pop_cap_serf	region_to_region_own	120	120	0
vik_st_edmund_4	shield_scripted_pop_cap_serf	region_to_region_own	140	140	0
vik_st_edmund_5	shield_scripted_pop_cap_serf	region_to_region_own	160	160	0
vik_school_ros_1	shield_scripted_pop_cap_serf	region_to_region_own	80	80	0
vik_school_ros_2	shield_scripted_pop_cap_serf	region_to_region_own	100	100	0
vik_school_ros_3	shield_scripted_pop_cap_serf	region_to_region_own	120	120	0
vik_school_ros_4	shield_scripted_pop_cap_serf	region_to_region_own	140	140	0
vik_school_ros_5	shield_scripted_pop_cap_serf	region_to_region_own	160	160	0
vik_cloth_1	shield_scripted_pop_cap_serf	region_to_region_own	20	20	0
vik_cloth_2	shield_scripted_pop_cap_serf	region_to_region_own	30	30	0
vik_cloth_3	shield_scripted_pop_cap_serf	region_to_region_own	40	40	0
vik_cloth_b_2	shield_scripted_pop_cap_serf	region_to_region_own	30	30	0
vik_cloth_b_3	shield_scripted_pop_cap_serf	region_to_region_own	40	40	0
vik_pottery_1	shield_scripted_pop_cap_serf	region_to_region_own	80	80	0
vik_pottery_2	shield_scripted_pop_cap_serf	region_to_region_own	120	120	0
vik_pottery_3	shield_scripted_pop_cap_serf	region_to_region_own	160	160	0
vik_salt_1	shield_scripted_pop_cap_serf	region_to_region_own	60	60	0
vik_salt_2	shield_scripted_pop_cap_serf	region_to_region_own	80	80	0
vik_salt_3	shield_scripted_pop_cap_serf	region_to_region_own	100	100	0
vik_salt_b_2	shield_scripted_pop_cap_serf	region_to_region_own	100	100	0
vik_salt_b_3	shield_scripted_pop_cap_serf	region_to_region_own	140	140	0
vik_tin_1	shield_scripted_pop_cap_serf	region_to_region_own	40	40	0
vik_tin_2	shield_scripted_pop_cap_serf	region_to_region_own	80	80	0
vik_tin_3	shield_scripted_pop_cap_serf	region_to_region_own	120	120	0
vik_silver_1	shield_scripted_pop_cap_serf	region_to_region_own	40	40	0
vik_silver_2	shield_scripted_pop_cap_serf	region_to_region_own	80	80	0
vik_silver_3	shield_scripted_pop_cap_serf	region_to_region_own	120	120	0
vik_silver_b_3	shield_scripted_pop_cap_serf	region_to_region_own	120	120	0
vik_iron_1	shield_scripted_pop_cap_serf	region_to_region_own	40	40	0
vik_iron_2	shield_scripted_pop_cap_serf	region_to_region_own	80	80	0
vik_iron_3	shield_scripted_pop_cap_serf	region_to_region_own	120	120	0
vik_gold_1	shield_scripted_pop_cap_serf	region_to_region_own	40	40	0
vik_gold_2	shield_scripted_pop_cap_serf	region_to_region_own	80	80	0
vik_gold_3	shield_scripted_pop_cap_serf	region_to_region_own	120	120	0
vik_gold_b_3	shield_scripted_pop_cap_serf	region_to_region_own	120	120	0
vik_copper_1	shield_scripted_pop_cap_serf	region_to_region_own	40	40	0
vik_copper_2	shield_scripted_pop_cap_serf	region_to_region_own	80	80	0
vik_copper_3	shield_scripted_pop_cap_serf	region_to_region_own	120	120	0
vik_farm_1	shield_scripted_pop_cap_serf	region_to_region_own	80	80	0
vik_farm_2	shield_scripted_pop_cap_serf	region_to_region_own	110	110	0
vik_farm_3	shield_scripted_pop_cap_serf	region_to_region_own	140	140	0
vik_farm_4	shield_scripted_pop_cap_serf	region_to_region_own	160	160	0
vik_farm_5	shield_scripted_pop_cap_serf	region_to_region_own	200	200	0
vik_farm_b_2	shield_scripted_pop_cap_serf	region_to_region_own	90	90	0
vik_farm_b_3	shield_scripted_pop_cap_serf	region_to_region_own	100	100	0
vik_farm_b_4	shield_scripted_pop_cap_serf	region_to_region_own	120	120	0
vik_farm_b_5	shield_scripted_pop_cap_serf	region_to_region_own	140	140	0
vik_hunting_1	shield_scripted_pop_cap_serf	region_to_region_own	40	40	0
vik_hunting_2	shield_scripted_pop_cap_serf	region_to_region_own	100	100	0
vik_hunting_3	shield_scripted_pop_cap_serf	region_to_region_own	120	120	0
vik_hunting_4	shield_scripted_pop_cap_serf	region_to_region_own	130	130	0
vik_hunting_5	shield_scripted_pop_cap_serf	region_to_region_own	140	140	0
vik_hunting_b_2	shield_scripted_pop_cap_serf	region_to_region_own	0	0	0
vik_hunting_b_3	shield_scripted_pop_cap_serf	region_to_region_own	0	0	0
vik_hunting_b_4	shield_scripted_pop_cap_serf	region_to_region_own	0	0	0
vik_hunting_b_5	shield_scripted_pop_cap_serf	region_to_region_own	0	0	0
vik_orchard_1	shield_scripted_pop_cap_serf	region_to_region_own	30	30	0
vik_orchard_2	shield_scripted_pop_cap_serf	region_to_region_own	40	40	0
vik_orchard_3	shield_scripted_pop_cap_serf	region_to_region_own	50	50	0
vik_orchard_4	shield_scripted_pop_cap_serf	region_to_region_own	60	60	0
vik_orchard_5	shield_scripted_pop_cap_serf	region_to_region_own	80	80	0
vik_orchard_b_2	shield_scripted_pop_cap_serf	region_to_region_own	30	30	0
vik_orchard_b_3	shield_scripted_pop_cap_serf	region_to_region_own	30	30	0
vik_orchard_b_4	shield_scripted_pop_cap_serf	region_to_region_own	30	30	0
vik_orchard_b_5	shield_scripted_pop_cap_serf	region_to_region_own	30	30	0
vik_pasture_1	shield_scripted_pop_cap_serf	region_to_region_own	20	20	0
vik_pasture_2	shield_scripted_pop_cap_serf	region_to_region_own	40	40	0
vik_pasture_3	shield_scripted_pop_cap_serf	region_to_region_own	60	60	0
vik_pasture_4	shield_scripted_pop_cap_serf	region_to_region_own	80	80	0
vik_pasture_5	shield_scripted_pop_cap_serf	region_to_region_own	100	100	0
vik_pasture_b_2	shield_scripted_pop_cap_serf	region_to_region_own	30	30	0
vik_pasture_b_3	shield_scripted_pop_cap_serf	region_to_region_own	40	40	0
vik_pasture_b_4	shield_scripted_pop_cap_serf	region_to_region_own	50	50	0
vik_pasture_b_5	shield_scripted_pop_cap_serf	region_to_region_own	60	60	0
vik_st_ringan_1	shield_scripted_pop_cap_lord	region_to_region_own	20	20	0
vik_st_ringan_2	shield_scripted_pop_cap_lord	region_to_region_own	30	30	0
vik_st_ringan_3	shield_scripted_pop_cap_lord	region_to_region_own	40	40	0
vik_st_ringan_4	shield_scripted_pop_cap_lord	region_to_region_own	40	40	0
vik_st_ringan_5	shield_scripted_pop_cap_lord	region_to_region_own	40	40	0
vik_st_cuthbert_1	shield_scripted_pop_cap_lord	region_to_region_own	20	20	0
vik_st_cuthbert_2	shield_scripted_pop_cap_lord	region_to_region_own	30	30	0
vik_st_cuthbert_3	shield_scripted_pop_cap_lord	region_to_region_own	40	40	0
vik_st_cuthbert_4	shield_scripted_pop_cap_lord	region_to_region_own	40	40	0
vik_st_cuthbert_5	shield_scripted_pop_cap_lord	region_to_region_own	40	40	0
vik_st_dewi_1	shield_scripted_pop_cap_lord	region_to_region_own	20	20	0
vik_st_dewi_2	shield_scripted_pop_cap_lord	region_to_region_own	30	30	0
vik_st_dewi_3	shield_scripted_pop_cap_lord	region_to_region_own	40	40	0
vik_st_dewi_4	shield_scripted_pop_cap_lord	region_to_region_own	40	40	0
vik_st_dewi_5	shield_scripted_pop_cap_lord	region_to_region_own	40	40	0
vik_st_edmund_1	shield_scripted_pop_cap_lord	region_to_region_own	20	20	0
vik_st_edmund_2	shield_scripted_pop_cap_lord	region_to_region_own	30	30	0
vik_st_edmund_3	shield_scripted_pop_cap_lord	region_to_region_own	40	40	0
vik_st_edmund_4	shield_scripted_pop_cap_lord	region_to_region_own	40	40	0
vik_st_edmund_5	shield_scripted_pop_cap_lord	region_to_region_own	40	40	0
vik_school_ros_1	shield_scripted_pop_cap_lord	region_to_region_own	20	20	0
vik_school_ros_2	shield_scripted_pop_cap_lord	region_to_region_own	30	30	0
vik_school_ros_3	shield_scripted_pop_cap_lord	region_to_region_own	40	40	0
vik_school_ros_4	shield_scripted_pop_cap_lord	region_to_region_own	40	40	0
vik_school_ros_5	shield_scripted_pop_cap_lord	region_to_region_own	40	40	0
vik_tin_1	shield_scripted_pop_cap_lord	region_to_region_own	20	20	0
vik_tin_2	shield_scripted_pop_cap_lord	region_to_region_own	30	30	0
vik_tin_3	shield_scripted_pop_cap_lord	region_to_region_own	40	40	0
vik_silver_1	shield_scripted_pop_cap_lord	region_to_region_own	20	20	0
vik_silver_2	shield_scripted_pop_cap_lord	region_to_region_own	30	30	0
vik_silver_3	shield_scripted_pop_cap_lord	region_to_region_own	40	40	0
vik_silver_b_3	shield_scripted_pop_cap_lord	region_to_region_own	40	40	0
vik_iron_1	shield_scripted_pop_cap_lord	region_to_region_own	20	20	0
vik_iron_2	shield_scripted_pop_cap_lord	region_to_region_own	30	30	0
vik_iron_3	shield_scripted_pop_cap_lord	region_to_region_own	40	40	0
vik_gold_1	shield_scripted_pop_cap_lord	region_to_region_own	20	20	0
vik_gold_2	shield_scripted_pop_cap_lord	region_to_region_own	30	30	0
vik_gold_3	shield_scripted_pop_cap_lord	region_to_region_own	40	40	0
vik_gold_b_3	shield_scripted_pop_cap_lord	region_to_region_own	40	40	0
vik_copper_1	shield_scripted_pop_cap_lord	region_to_region_own	20	20	0
vik_copper_2	shield_scripted_pop_cap_lord	region_to_region_own	30	30	0
vik_copper_3	shield_scripted_pop_cap_lord	region_to_region_own	40	40	0
vik_farm_b_2	shield_scripted_pop_cap_lord	region_to_region_own	20	20	0
vik_farm_b_3	shield_scripted_pop_cap_lord	region_to_region_own	40	40	0
vik_farm_b_4	shield_scripted_pop_cap_lord	region_to_region_own	60	60	0
vik_farm_b_5	shield_scripted_pop_cap_lord	region_to_region_own	80	80	0
vik_hunting_b_2	shield_scripted_pop_cap_lord	region_to_region_own	10	10	0
vik_hunting_b_3	shield_scripted_pop_cap_lord	region_to_region_own	20	20	0
vik_hunting_b_4	shield_scripted_pop_cap_lord	region_to_region_own	30	30	0
vik_hunting_b_5	shield_scripted_pop_cap_lord	region_to_region_own	40	40	0
vik_orchard_b_2	shield_scripted_pop_cap_lord	region_to_region_own	10	10	0
vik_orchard_b_3	shield_scripted_pop_cap_lord	region_to_region_own	20	20	0
vik_orchard_b_4	shield_scripted_pop_cap_lord	region_to_region_own	30	30	0
vik_orchard_b_5	shield_scripted_pop_cap_lord	region_to_region_own	40	40	0
vik_pasture_b_2	shield_scripted_pop_cap_lord	region_to_region_own	10	10	0
vik_pasture_b_3	shield_scripted_pop_cap_lord	region_to_region_own	20	20	0
vik_pasture_b_4	shield_scripted_pop_cap_lord	region_to_region_own	30	30	0
vik_pasture_b_5	shield_scripted_pop_cap_lord	region_to_region_own	40	40	0
vik_st_ringan_1	shield_scripted_pop_cap_monk	region_to_region_own	10	10	0
vik_st_ringan_2	shield_scripted_pop_cap_monk	region_to_region_own	18	18	0
vik_st_ringan_3	shield_scripted_pop_cap_monk	region_to_region_own	24	24	0
vik_st_ringan_4	shield_scripted_pop_cap_monk	region_to_region_own	30	30	0
vik_st_ringan_5	shield_scripted_pop_cap_monk	region_to_region_own	42	42	0
vik_st_cuthbert_1	shield_scripted_pop_cap_monk	region_to_region_own	10	10	0
vik_st_cuthbert_2	shield_scripted_pop_cap_monk	region_to_region_own	18	18	0
vik_st_cuthbert_3	shield_scripted_pop_cap_monk	region_to_region_own	24	24	0
vik_st_cuthbert_4	shield_scripted_pop_cap_monk	region_to_region_own	30	30	0
vik_st_cuthbert_5	shield_scripted_pop_cap_monk	region_to_region_own	42	42	0
vik_st_dewi_1	shield_scripted_pop_cap_monk	region_to_region_own	10	10	0
vik_st_dewi_2	shield_scripted_pop_cap_monk	region_to_region_own	18	18	0
vik_st_dewi_3	shield_scripted_pop_cap_monk	region_to_region_own	24	24	0
vik_st_dewi_4	shield_scripted_pop_cap_monk	region_to_region_own	30	30	0
vik_st_dewi_5	shield_scripted_pop_cap_monk	region_to_region_own	42	42	0
vik_st_edmund_1	shield_scripted_pop_cap_monk	region_to_region_own	10	10	0
vik_st_edmund_2	shield_scripted_pop_cap_monk	region_to_region_own	18	18	0
vik_st_edmund_3	shield_scripted_pop_cap_monk	region_to_region_own	24	24	0
vik_st_edmund_4	shield_scripted_pop_cap_monk	region_to_region_own	30	30	0
vik_st_edmund_5	shield_scripted_pop_cap_monk	region_to_region_own	42	42	0
vik_school_ros_1	shield_scripted_pop_cap_monk	region_to_region_own	10	10	0
vik_school_ros_2	shield_scripted_pop_cap_monk	region_to_region_own	18	18	0
vik_school_ros_3	shield_scripted_pop_cap_monk	region_to_region_own	24	24	0
vik_school_ros_4	shield_scripted_pop_cap_monk	region_to_region_own	30	30	0
vik_school_ros_5	shield_scripted_pop_cap_monk	region_to_region_own	42	42	0
