Loc PackedFile
Key	Text	Tooltip
effect_bundles_localised_title_vik_incident_seasonal_global_murrain_of_cattle	Murrain of Cattle	true
effect_bundles_localised_description_vik_heroism_negative_2	old data - do not loc	true
effect_bundles_localised_description_vik_heroism_negative_1	old data - do not loc	true
effect_bundles_localised_title_vik_tribute_5	Tribute	true
effect_bundles_localised_title_vik_tribute_4	Tribute	true
effect_bundles_localised_title_vik_tribute_7	old data - do not loc	true
effect_bundles_localised_title_vik_tribute_6	old data - do not loc	true
effect_bundles_localised_title_vik_tribute_1	Tribute	true
effect_bundles_localised_title_vik_tribute_0	Tribute	true
effect_bundles_localised_title_vik_tribute_3	Tribute	true
effect_bundles_localised_title_vik_tribute_2	Tribute	true
effect_bundles_localised_title_vik_tribute_9	old data - do not loc	true
effect_bundles_localised_description_vik_tribute_negative_2	old data - do not loc	true
effect_bundles_localised_title_vik_tribute_8	old data - do not loc	true
effect_bundles_localised_description_vik_tribute_negative_1	old data - do not loc	true
effect_bundles_localised_description_vik_dyflin_brega_peace	The native population are resistant to the sudden change in leadership. They will come to accept their fate with time...	true
effect_bundles_localised_title_vik_disaster_floods	Flooding	true
effect_bundles_localised_title_vik_politics_lower_influence	Lower Influence	true
effect_bundles_localised_title_vik_kingdom_lochlann_sudreyar	Lochlann	true
effect_bundles_localised_title_vik_faction_trait_northymbre_campaign	Northymbre	true
effect_bundles_localised_title_vik_faction_trait_west_seaxe_campaign	West Seaxe	true
effect_bundles_localised_title_vik_noble_trait_noble_estates	[PH]	true
effect_bundles_localised_description_vik_midhe_fair_1	Friendly relations are key if men are to find greater understanding; when the fair is held, such warmth is promoted.	true
effect_bundles_localised_description_vik_midhe_fair_2	This year the coffers were found to be empty; the people's disappointment is tangible.	true
effect_bundles_localised_description_vik_midhe_fair_3	War has come, and so all resources must be marshalled to ensure it is brought to a successful conclusion.	true
effect_bundles_localised_title_vik_malicious_trait_religious_estates	[PH]	true
effect_bundles_localised_description_vik_strat_clut_bonus_4	Very soon, you will have no need of others to guide your course.	true
effect_bundles_localised_description_vik_strat_clut_bonus_5	A player on the world stage, no less, and worthy of respect.	true
effect_bundles_localised_description_vik_strat_clut_bonus_6	Your sovereignty over these islands is beyond dispute - you are ruler of all you survey... for now at least.	true
effect_bundles_localised_description_vik_strat_clut_bonus_7	"Let all acknowledge that we have come as masters to rule."	true
effect_bundles_localised_description_vik_strat_clut_bonus_1	From small beginnings do vast empires grow.	true
effect_bundles_localised_description_vik_strat_clut_bonus_2	Such growth so quickly is bound to attract the wrong kind of attention.	true
effect_bundles_localised_description_vik_strat_clut_bonus_3	Everyone has learned of, and few dispute, your growing ascendancy.	true
effect_bundles_localised_description_vik_sea_king_expedition_raid_positive_2	"They never knew what hit them - the very definition of a 'lightning' raid!"	true
effect_bundles_localised_description_vik_sinful_trait_agricultural_estates	[PH]	true
effect_bundles_localised_title_vik_faction_trait_hellirborg_campaign	Hellirborg	true
effect_bundles_localised_title_vik_heroism_positive_1	old data - do not loc	true
effect_bundles_localised_title_vik_tribute_positive_1	old data - do not loc	true
effect_bundles_localised_description_vik_estate_desire_reward_morale	In return for granting them land, a noble has used their resources for our gain.	true
effect_bundles_localised_title_vik_legitimacy_10	old data - do not loc	true
effect_bundles_localised_title_vik_faction_trait_hlymrekr_separatist	Hlymrekr	true
effect_bundles_localised_description_vik_estate_desire_reward_income_industry	In return for granting them land, a noble has used their resources for our gain.	true
effect_bundles_localised_title_vik_politics_giving_in	Yield & Submit	true
effect_bundles_localised_title_vik_kingdom_england_west_seaxe	England	true
effect_bundles_localised_title_vik_faction_trait_west_seaxe	West Seaxe	true
effect_bundles_localised_description_vik_incident_seasonal_global_storm_year	There has been much tumult from the heavens - strong winds are matched by torrential rain, furious thunder and lightning strikes.	true
effect_bundles_localised_title_vik_politics_po_neg	Public Order	true
effect_bundles_localised_title_vik_politics_recruitment_cost_pos_replenishment_neg	The Clergy Appeased	true
effect_bundles_localised_description_vik_westsexa_dilemma_1_1	Having considered the matter from every conceivable angle, the learned Witan have reached their conclusion.	true
effect_bundles_localised_description_vik_westsexa_dilemma_2_1	Having considered the matter from every conceivable angle, the learned Witan have reached their conclusion.	true
effect_bundles_localised_description_vik_westsexa_dilemma_3_1	Having considered the matter from every conceivable angle, the learned Witan have reached their conclusion.	true
effect_bundles_localised_description_vik_westsexa_dilemma_4_1	Having considered the matter from every conceivable angle, the learned Witan have reached their conclusion.	true
effect_bundles_localised_description_vik_westsexa_dilemma_5_1	Having considered the matter from every conceivable angle, the learned Witan have reached their conclusion.	true
effect_bundles_localised_description_vik_westsexa_dilemma_1_3	Having considered the matter from every conceivable angle, the learned Witan have reached their conclusion.	true
effect_bundles_localised_description_vik_westsexa_dilemma_2_3	Having considered the matter from every conceivable angle, the learned Witan have reached their conclusion.	true
effect_bundles_localised_description_vik_westsexa_dilemma_3_3	Having considered the matter from every conceivable angle, the learned Witan have reached their conclusion.	true
effect_bundles_localised_description_vik_westsexa_dilemma_4_3	Having considered the matter from every conceivable angle, the learned Witan have reached their conclusion.	true
effect_bundles_localised_description_vik_westsexa_dilemma_5_3	Having considered the matter from every conceivable angle, the learned Witan have reached their conclusion.	true
effect_bundles_localised_description_vik_westsexa_dilemma_1_2	Having considered the matter from every conceivable angle, the learned Witan have reached their conclusion.	true
effect_bundles_localised_description_vik_westsexa_dilemma_2_2	Having considered the matter from every conceivable angle, the learned Witan have reached their conclusion.	true
effect_bundles_localised_description_vik_westsexa_dilemma_3_2	Having considered the matter from every conceivable angle, the learned Witan have reached their conclusion.	true
effect_bundles_localised_description_vik_westsexa_dilemma_4_2	Having considered the matter from every conceivable angle, the learned Witan have reached their conclusion.	true
effect_bundles_localised_description_vik_westsexa_dilemma_5_2	Having considered the matter from every conceivable angle, the learned Witan have reached their conclusion.	true
effect_bundles_localised_description_vik_westsexa_dilemma_1_4	Having considered the matter from every conceivable angle, the learned Witan have reached their conclusion.	true
effect_bundles_localised_description_vik_westsexa_dilemma_2_4	Having considered the matter from every conceivable angle, the learned Witan have reached their conclusion.	true
effect_bundles_localised_description_vik_westsexa_dilemma_3_4	Having considered the matter from every conceivable angle, the learned Witan have reached their conclusion.	true
effect_bundles_localised_description_vik_westsexa_dilemma_4_4	Having considered the matter from every conceivable angle, the learned Witan have reached their conclusion.	true
effect_bundles_localised_description_vik_westsexa_dilemma_5_4	Having considered the matter from every conceivable angle, the learned Witan have reached their conclusion.	true
effect_bundles_localised_title_vik_cowardly_trait_religious_estates	[PH]	true
effect_bundles_localised_title_vik_sea_king_expedition_settle	Expedition Settled	true
effect_bundles_localised_title_vik_tob_dilemma_recruitment_2_cavalry	Horse Meat	true
effect_bundles_localised_title_vik_decree_lower_taxes	Decree - Relieve the Tithed	true
effect_bundles_localised_description_fame_5	Your power is both feared and coveted.	true
effect_bundles_localised_description_vik_miercna_treasury_army_11	What doesn't kill an army makes it stronger. Investing in the army is money well spent.	true
effect_bundles_localised_description_fame_4	Your accomplishments are great.	true
effect_bundles_localised_description_vik_miercna_treasury_army_10	What doesn't kill an army makes it stronger. Investing in the army is money well spent.	true
effect_bundles_localised_description_fame_7	Your power is supreme.	true
effect_bundles_localised_description_fame_6	The world trembles before you.	true
effect_bundles_localised_description_vik_virtuous_trait_noble_estates	[PH]	true
effect_bundles_localised_description_fame_1	Your power is of little consequence to the world...yet!	true
effect_bundles_localised_description_fame_3	Word of your achievements has travelled far.	true
effect_bundles_localised_description_fame_2	Your have estabilished yourself as a worthy power.	true
effect_bundles_localised_description_vik_decree_supplies_for_army_here_king	This decree has ensured that our armies are content, with all the supplies - and fresh recruits - they need to campaign on home soil.	true
effect_bundles_localised_description_vik_sea_king_expedition_defeat	Today, the wind was not at your backs, leading to defeat in the field.	true
effect_bundles_localised_description_vik_new_god_6	Embrace the coming religion and this strange new age where all people, not just your warriors, have a voice.	true
effect_bundles_localised_description_vik_new_god_4	Embrace the coming religion and this strange new age where all people, not just your warriors, have a voice.	true
effect_bundles_localised_description_vik_new_god_5	Embrace the coming religion and this strange new age where all people, not just your warriors, have a voice.	true
effect_bundles_localised_description_vik_new_god_2	Embrace the coming religion and this strange new age where all people, not just your warriors, have a voice.	true
effect_bundles_localised_description_vik_new_god_3	Embrace the coming religion and this strange new age where all people, not just your warriors, have a voice.	true
effect_bundles_localised_description_vik_new_god_1	Embrace the coming religion and this strange new age where all people, not just your warriors, have a voice.	true
effect_bundles_localised_title_vik_estate_desire_reward_construction_market	Estate Desire Reward	true
effect_bundles_localised_title_vik_estate_desire_reward_income_church	Estate Desire Reward	true
effect_bundles_localised_description_vik_decree_civic_support	This decree has boosted our naval power considerably and secured the sea trade on which we rely.	true
effect_bundles_localised_title_vik_heroic_trait_noble_estates	[PH]	true
effect_bundles_localised_description_vik_politics_character_bribery	There are those among the nobility who have further enriched themselves at your expense; such is the price of fealty it seems.	true
effect_bundles_localised_description_vik_brutish_trait_noble_estates	[PH]	true
effect_bundles_localised_description_vik_estate_desire_reward_construction_monastery_church	In return for granting them land, a noble has used their resources for our gain.	true
effect_bundles_localised_description_vik_kingdom_north_sea_empire_east_engle	North Sea Empire gets the following bonuses:	true
effect_bundles_localised_description_vik_sea_king_expedition_raid_positive	"What is that beast all girded with iron, which kills the flocks? He has eight horns but no head, and runs as he pleases."	true
effect_bundles_localised_title_vik_dyflin_brega_war	Populace Enthralled!	true
effect_bundles_localised_description_vik_decree_honour_church	This decree has undoubtedly improved our standing in the Lord's eyes, for he rewards us with knowledge for our advancement.	true
effect_bundles_localised_description_vik_sea_king_expedition_trade_negative	Despite some very hard talk, these discussions have not ended in an agreement.	true
effect_bundles_localised_description_vik_stance_garrisoned	Safeguards the local settlement.	true
effect_bundles_localised_description_vik_miercna_treasury_people_9	The people will be happier that gold has been invested wisely, rather than just enriching the wealthy further.	true
effect_bundles_localised_description_vik_miercna_treasury_people_8	The people will be happier that gold has been invested wisely, rather than just enriching the wealthy further.	true
effect_bundles_localised_description_vik_miercna_treasury_people_1	The people will be happier that gold has been invested wisely, rather than just enriching the wealthy further.	true
effect_bundles_localised_description_vik_miercna_treasury_people_3	The people will be happier that gold has been invested wisely, rather than just enriching the wealthy further.	true
effect_bundles_localised_description_vik_miercna_treasury_people_2	The people will be happier that gold has been invested wisely, rather than just enriching the wealthy further.	true
effect_bundles_localised_description_vik_miercna_treasury_people_5	The people will be happier that gold has been invested wisely, rather than just enriching the wealthy further.	true
effect_bundles_localised_description_vik_miercna_treasury_people_4	The people will be happier that gold has been invested wisely, rather than just enriching the wealthy further.	true
effect_bundles_localised_description_vik_miercna_treasury_people_7	The people will be happier that gold has been invested wisely, rather than just enriching the wealthy further.	true
effect_bundles_localised_description_vik_miercna_treasury_people_6	The people will be happier that gold has been invested wisely, rather than just enriching the wealthy further.	true
effect_bundles_localised_description_vik_wise_trait_religious_estates	[PH]	true
effect_bundles_localised_description_vik_stance_laying_siege	Makes ready to capture a settlement.	true
effect_bundles_localised_title_vik_faction_leader_religious_estates	Allegiance from Estates	true
effect_bundles_localised_description_vik_legitimacy_9	old data - do not loc	true
effect_bundles_localised_description_vik_legitimacy_8	old data - do not loc	true
effect_bundles_localised_title_vik_sea_king_expedition_make_vassal_positive_2	Vassalisation Succeeded	true
effect_bundles_localised_description_vik_legitimacy_1	Carry on at this rate and rumours of your demise will require no exaggeration!\n\nIncrease legitimacy by owning cultural land, make cultural allies and defending allies. Legitimacy naturally declines as time passes.	true
effect_bundles_localised_description_vik_legitimacy_0	You have betrayed and stolen and taken at will; now, no one trusts you.\n\nIncrease legitimacy by owning cultural land, make cultural allies and defending allies. Legitimacy naturally declines as time passes.	true
effect_bundles_localised_description_vik_legitimacy_3	Security at home is essential if a ruler is to be successful; recognition of legitimacy by peers and subjects is a vital part of that.\n\nIncrease legitimacy by owning cultural land, make cultural allies and defending allies. Legitimacy naturally declines as time passes.	true
effect_bundles_localised_description_vik_legitimacy_2	Carry on at this rate and rumours of your demise will require no exaggeration!\n\nIncrease legitimacy by owning cultural land, make cultural allies and defending allies. Legitimacy naturally declines as time passes.	true
effect_bundles_localised_description_vik_legitimacy_5	You have proved your worth to your peers - there will be no further challenges to your rule from within.	true
effect_bundles_localised_description_vik_legitimacy_4	Security at home is essential if a ruler is to be successful; recognition of legitimacy by peers and subjects is a vital part of that.\n\nIncrease legitimacy by owning cultural land, make cultural allies and defending allies. Legitimacy naturally declines as time passes.	true
effect_bundles_localised_description_vik_legitimacy_7	old data - do not loc	true
effect_bundles_localised_description_vik_legitimacy_6	old data - do not loc	true
effect_bundles_localised_description_vik_faction_trait_welsh	Welsh Kingdoms get the following bonuses:	true
effect_bundles_localised_title_vik_kingdom_danelaw_east_engle	Danelaw	true
effect_bundles_localised_title_vik_estate_desire_reward_construction_industry	Estate Desire Reward	true
effect_bundles_localised_title_vik_sinful_trait_noble_estates	[PH]	true
effect_bundles_localised_title_vik_kingdom_long_dummy	[[col:green]]Faction bonuses upgraded[[/col]]	true
effect_bundles_localised_title_vik_faction_trait_east_engle	East Engle	true
effect_bundles_localised_description_vik_edict_armed_patrols	Test!	true
effect_bundles_localised_title_vik_midhe_fair_vik_religion_east_angla	Relations with the East Engle	true
effect_bundles_localised_title_vik_heroism_5	Heroism	true
effect_bundles_localised_title_vik_heroism_4	Heroism	true
effect_bundles_localised_title_vik_heroism_7	old data - do not loc	true
effect_bundles_localised_title_vik_heroism_6	old data - do not loc	true
effect_bundles_localised_title_vik_heroism_1	Heroism	true
effect_bundles_localised_title_vik_heroism_0	Heroism	true
effect_bundles_localised_title_vik_heroism_3	Heroism	true
effect_bundles_localised_title_vik_heroism_2	Heroism	true
effect_bundles_localised_description_vik_incident_seasonal_province_windstorm	The raging winds have damaged buildings here, depriving the population of much-needed protection against the wild elements.	true
effect_bundles_localised_title_vik_heroism_9	old data - do not loc	true
effect_bundles_localised_description_vik_trait_category_noble	Some characteristics cannot be learned, but instead are bestowed upon the individual before they are even born. \n\n[[rgba:255:255:255:1]]When this trait groups is active:[[/rgba]]	true
effect_bundles_localised_title_vik_heroism_8	old data - do not loc	true
effect_bundles_localised_title_vik_estate_desire_reward_income_farm	Estate Desire Reward	true
effect_bundles_localised_description_vik_heroic_trait_agricultural_estates	[PH]	true
effect_bundles_localised_title_vik_stance_fortify_west_seaxe	Stance: Fortify	true
effect_bundles_localised_description_vik_faction_trait_hellirborg_separatist	Hellirborg get the following bonuses:	true
effect_bundles_localised_title_vik_war_fervour_-2	War Fervour	true
effect_bundles_localised_title_vik_war_fervour_-3	War Fervour	true
effect_bundles_localised_title_vik_war_fervour_-1	War Fervour	true
effect_bundles_localised_description_vik_trait_category_items	Objects collected along life's winding track may prove vital at some later juncture. 	true
effect_bundles_localised_description_vik_decree_honour_troops	This decree has ensured that improvements to the military have occurred, pleasing both our soldiers and the people they must protect.	true
effect_bundles_localised_title_vik_estate_desire_reward_public_order	Estate Desire Reward	true
effect_bundles_localised_title_vik_faction_trait_northleode_campaign	Northleode	true
effect_bundles_localised_title_vik_stance_mustering	Situation: Mustering	true
effect_bundles_localised_title_vik_wise_trait_noble_estates	[PH]	true
effect_bundles_localised_title_vik_politics_character_bribery	Corrupt Nobles	true
effect_bundles_localised_title_vik_estate_desire_reward_construction_monastery_church	Estate Desire Reward	true
effect_bundles_localised_description_vik_faction_trait_mide_campaign	Mide get the following bonuses:	true
effect_bundles_localised_description_vik_estate_desire_reward_income_church	In return for granting them land, a noble has used their resources for our gain.	true
effect_bundles_localised_title_vik_politics_eager_for_coin	Eager for Coin	true
effect_bundles_localised_description_vik_heroic_trait_noble_estates	[PH]	true
effect_bundles_localised_description_vik_estate_desire_reward_construction_great_hall	In return for granting them land, a noble has used their resources for our gain.	true
effect_bundles_localised_description_vik_faction_leader_noble_estates	WIP DESCRIPTION	true
effect_bundles_localised_title_vik_here_king_army_9	old data - do not loc	true
effect_bundles_localised_title_vik_here_king_army_8	old data - do not loc	true
effect_bundles_localised_title_vik_here_king_army_7	old data - do not loc	true
effect_bundles_localised_title_vik_here_king_army_6	old data - do not loc	true
effect_bundles_localised_title_vik_here_king_army_5	old data - do not loc	true
effect_bundles_localised_title_vik_here_king_army_4	old data - do not loc	true
effect_bundles_localised_title_vik_here_king_army_3	Here King: Army	true
effect_bundles_localised_title_vik_here_king_army_2	Here King: Army	true
effect_bundles_localised_title_vik_here_king_army_1	Here King: Army	true
effect_bundles_localised_title_vik_here_king_army_0	Here King: Army	true
effect_bundles_localised_title_vik_here_king_english_10	old data - do not loc	true
effect_bundles_localised_title_vik_here_king_english_11	old data - do not loc	true
effect_bundles_localised_title_vik_here_king_english_12	old data - do not loc	true
effect_bundles_localised_description_vik_sea_king_expedition_trade_positive_2	An agreement has been made; mercantile endeavours can now flourish and grow.	true
effect_bundles_localised_title_vik_trait_category_malicious	Malicious	true
effect_bundles_localised_title_vik_decree_supplies_for_army_here_king	Decree - A Well-fed Force	true
effect_bundles_localised_title_vik_sea_king_expedition_defeat	Military Expedition Defeated	true
effect_bundles_localised_title_vik_kingdom_norse_gaelic_sea_sudreyar	Norse Gaelic Sea	true
effect_bundles_localised_description_vik_sea_king_expedition_settle	The road was long, with many a winding turn. Now, the journey is over, and for the travellers, life can begin again.	true
effect_bundles_localised_description_vik_decree_lower_taxes	This decree has softened the blow of high taxation, exchanging payment in gold for the payment in kind of future goodwill.	true
effect_bundles_localised_description_vik_civil_war_effects	Civil war has broken out - usurpers seek to overthrow the crown!	true
effect_bundles_localised_title_fame_3	Fame: Impressive	true
effect_bundles_localised_title_fame_2	Fame: Noteworthy	true
effect_bundles_localised_title_fame_1	Fame: Insignificant	true
effect_bundles_localised_title_fame_7	Fame: Supreme	true
effect_bundles_localised_title_fame_6	Fame: Terrifying	true
effect_bundles_localised_title_fame_5	Fame: Intimidating	true
effect_bundles_localised_title_fame_4	Fame: Inspiring	true
effect_bundles_localised_description_vik_politics_asserting_authority	It's quite simple - people will respect the throne or face the consequences!	true
effect_bundles_localised_description_vik_decree_encourage_scholars	This decree has given us advantage, unseen at first, but now our advanced research will put us clearly ahead of our rivals.	true
effect_bundles_localised_description_vik_war_fervour_-1	War fervour measures your people's appetite for war. It's affected by the number of wars you are in as well as whether you border your opponents. Decrees, faction leader influence, as well as unique faction mechanics can all impact your factions War Fervour.\n\nOn higher difficulty settings you lose more war fervour for each war you are engaged in.	true
effect_bundles_localised_title_vik_pagan_kings_king_converts	King Converts	true
effect_bundles_localised_description_vik_war_fervour_-2	War fervour measures your people's appetite for war. It's affected by the number of wars you are in as well as whether you border your opponents. Decrees, faction leader influence, as well as unique faction mechanics can all impact your factions War Fervour.\n\nOn higher difficulty settings you lose more war fervour for each war you are engaged in.	true
effect_bundles_localised_description_vik_war_fervour_-3	War fervour measures your people's appetite for war. It's affected by the number of wars you are in as well as whether you border your opponents. Decrees, faction leader influence, as well as unique faction mechanics can all impact your factions War Fervour.\n\nOn higher difficulty settings you lose more war fervour for each war you are engaged in.	true
effect_bundles_localised_title_vik_virtuous_trait_religious_estates	[PH]	true
effect_bundles_localised_description_vik_politics_incident_aesthetic	People are displeased that their creativity is being stifled and are blaming you for their predicament. Sometimes, you just can't win!	true
effect_bundles_localised_title_vik_decree_supplies_for_army	Decree - An Army Supplied	true
effect_bundles_localised_description_vik_circenn_destiny_stone_found	The return of the Stone of Destiny to its rightful owner increases your influence and, therefore, loyalty to your rule. Income from churches increases also as a result.	true
effect_bundles_localised_description_vik_cowardly_trait_noble_estates	[PH]	true
effect_bundles_localised_description_vik_midhe_fair_vik_religion_east_angla	Friendlier relations with the East Engle are in both your interests.	true
effect_bundles_localised_description_vik_industrious_trait_religious_estates	[PH]	true
effect_bundles_localised_description_vik_kingdom_danelaw_east_engle	Danelaw gets the following bonuses:	true
effect_bundles_localised_description_vik_foolish_trait_noble_estates	[PH]	true
effect_bundles_localised_description_vik_sinful_trait_noble_estates	[PH]	true
effect_bundles_localised_description_vik_estate_desire_reward_construction_industry	In return for granting them land, a noble has used their resources for our gain.	true
effect_bundles_localised_description_vik_kingdom_long_dummy	Your faction is upgraded with the following additional bonuses:	true
effect_bundles_localised_description_vik_here_king_dilemma_1_army	Share the money with the army	true
effect_bundles_localised_title_vik_incident_strip_estate_allegiance	Opposition	true
effect_bundles_localised_title_vik_politics_assassination_justice2	Natural Justice	true
effect_bundles_localised_description_vik_politics_incident_lose_when_stronger	Sound investment has a habit of paying off. Your generals are both empowered and emboldened by the training afforded them - this should translate to success in battle, ensuring the kingdom grows exponentially.	true
effect_bundles_localised_description_vik_sea_king_expedition_make_vassal_positive_2	Sensibly, these people have placed themselves under your protection.	true
effect_bundles_localised_description_vik_burghal_0_2	War has reached our borders! The entire wealth of the kingdom should be committed to the military!\n\nThe burghal level can be changed by adjusting the tax level in the economy screen. Public order effects change if you are at peace, have a distant war, or have a war against an adjacent faction. New effects are applied at the start of your turn.	true
effect_bundles_localised_description_vik_burghal_1_2	War has reached our borders! The entire wealth of the kingdom should be committed to the military!\n\nThe burghal level can be changed by adjusting the tax level in the economy screen. Public order effects change if you are at peace, have a distant war, or have a war against an adjacent faction. New effects are applied at the start of your turn.	true
effect_bundles_localised_description_vik_burghal_2_2	War has reached our borders! The entire wealth of the kingdom should be committed to the military!\n\nThe burghal level can be changed by adjusting the tax level in the economy screen. Public order effects change if you are at peace, have a distant war, or have a war against an adjacent faction. New effects are applied at the start of your turn.	true
effect_bundles_localised_description_vik_burghal_3_2	War has reached our borders! The entire wealth of the kingdom should be committed to the military!\n\nThe burghal level can be changed by adjusting the tax level in the economy screen. Public order effects change if you are at peace, have a distant war, or have a war against an adjacent faction. New effects are applied at the start of your turn.	true
effect_bundles_localised_description_vik_burghal_4_2	War has reached our borders! The entire wealth of the kingdom should be committed to the military!\n\nThe burghal level can be changed by adjusting the tax level in the economy screen. Public order effects change if you are at peace, have a distant war, or have a war against an adjacent faction. New effects are applied at the start of your turn.	true
effect_bundles_localised_description_vik_burghal_0_0	The people expect taxes to be lower when there are no threats to the kingdom.\n\nThe burghal level can be changed by adjusting the tax level in the economy screen. Public order effects change if you are at peace, have a distant war, or have a war against an adjacent faction. New effects are applied at the start of your turn.	true
effect_bundles_localised_description_vik_burghal_1_0	The people expect taxes to be lower when there are no threats to the kingdom.\n\nThe burghal level can be changed by adjusting the tax level in the economy screen. Public order effects change if you are at peace, have a distant war, or have a war against an adjacent faction. New effects are applied at the start of your turn.	true
effect_bundles_localised_description_vik_burghal_2_0	The people expect taxes to be lower when there are no threats to the kingdom.\n\nThe burghal level can be changed by adjusting the tax level in the economy screen. Public order effects change if you are at peace, have a distant war, or have a war against an adjacent faction. New effects are applied at the start of your turn.	true
effect_bundles_localised_description_vik_burghal_3_0	The people expect taxes to be lower when there are no threats to the kingdom.\n\nThe burghal level can be changed by adjusting the tax level in the economy screen. Public order effects change if you are at peace, have a distant war, or have a war against an adjacent faction. New effects are applied at the start of your turn.	true
effect_bundles_localised_description_vik_burghal_4_0	The people expect taxes to be lower when there are no threats to the kingdom.\n\nThe burghal level can be changed by adjusting the tax level in the economy screen. Public order effects change if you are at peace, have a distant war, or have a war against an adjacent faction. New effects are applied at the start of your turn.	true
effect_bundles_localised_description_vik_burghal_0_1	We are at war! The people will be more willing to contribute taxes towards an ongoing conflict.\n\nThe burghal level can be changed by adjusting the tax level in the economy screen. Public order effects change if you are at peace, have a distant war, or have a war against an adjacent faction. New effects are applied at the start of your turn.	true
effect_bundles_localised_description_vik_burghal_1_1	We are at war! The people will be more willing to contribute taxes towards an ongoing conflict.\n\nThe burghal level can be changed by adjusting the tax level in the economy screen. Public order effects change if you are at peace, have a distant war, or have a war against an adjacent faction. New effects are applied at the start of your turn.	true
effect_bundles_localised_description_vik_burghal_2_1	We are at war! The people will be more willing to contribute taxes towards an ongoing conflict.\n\nThe burghal level can be changed by adjusting the tax level in the economy screen. Public order effects change if you are at peace, have a distant war, or have a war against an adjacent faction. New effects are applied at the start of your turn.	true
effect_bundles_localised_description_vik_burghal_3_1	We are at war! The people will be more willing to contribute taxes towards an ongoing conflict.\n\nThe burghal level can be changed by adjusting the tax level in the economy screen. Public order effects change if you are at peace, have a distant war, or have a war against an adjacent faction. New effects are applied at the start of your turn.	true
effect_bundles_localised_description_vik_burghal_4_1	We are at war! The people will be more willing to contribute taxes towards an ongoing conflict.\n\nThe burghal level can be changed by adjusting the tax level in the economy screen. Public order effects change if you are at peace, have a distant war, or have a war against an adjacent faction. New effects are applied at the start of your turn.	true
effect_bundles_localised_title_vik_faction_trait_east_engle_campaign	East Engle	true
effect_bundles_localised_title_vik_politics_hold_feast_upset	Upset Populace	true
effect_bundles_localised_title_vik_incident_seasonal_global_st_vitus_dance	St Vitus' Dance	true
effect_bundles_localised_description_vik_faction_trait_northleode_separatist	Northleode get the following bonuses:	true
effect_bundles_localised_title_vik_miercna_treasury_noble_1	Bonus for the Nobility	true
effect_bundles_localised_title_vik_miercna_treasury_noble_3	Bonus for the Nobility	true
effect_bundles_localised_title_vik_miercna_treasury_noble_2	Bonus for the Nobility	true
effect_bundles_localised_title_vik_miercna_treasury_noble_5	Bonus for the Nobility	true
effect_bundles_localised_title_vik_miercna_treasury_noble_4	Bonus for the Nobility	true
effect_bundles_localised_title_vik_miercna_treasury_noble_7	Bonus for the Nobility	true
effect_bundles_localised_title_vik_miercna_treasury_noble_6	Bonus for the Nobility	true
effect_bundles_localised_title_vik_miercna_treasury_noble_9	Bonus for the Nobility	true
effect_bundles_localised_title_vik_sea_king_expedition_trade_negative	Trade Mission Failed	true
effect_bundles_localised_title_vik_miercna_treasury_noble_8	Bonus for the Nobility	true
effect_bundles_localised_description_vik_sea_king_expedition_trade_positive	Finally, an accord is reached; commerce now reigns, from which all will profit.	true
